,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,index
0,35.328571428571,35.54285714285723,63.31428571428566,52.928571428571544,38.442857142857115,51.3,68.21428571428564,60.37142857142852,49.628571428571455,278.3571428571427,42.82857142857141,41.9285714285714,90.9571428571428,54.18571428571435,65.3571428571428,62.757142857142824,45.65714285714282,59.857142857142776,1
1,15.685714285714191,50.82857142857148,33.742857142857105,136.28571428571436,36.228571428571406,48.79999999999997,42.142857142857096,34.514285714285684,53.485714285714266,51.57142857142861,35.68571428571427,45.285714285714256,37.17142857142856,48.25714285714284,56.571428571428534,30.971428571428547,43.37142857142857,48.57142857142857,2
2,85.97142857142856,38.25714285714285,32.88571428571428,90.57142857142856,36.65714285714285,49.8,52.28571428571428,28.228571428571424,42.771428571428565,27.14285714285714,36.97142857142856,48.57142857142857,30.742857142857133,40.11428571428571,53.14285714285713,25.542857142857137,37.942857142857136,52.14285714285713,3
3,103.42857142857142,33.97142857142856,41.171428571428564,39.885714285714286,31.828571428571422,53.97142857142856,56.62857142857142,30.199999999999996,45.25714285714285,52.54285714285714,36.65714285714285,51.771428571428565,39.71428571428571,89.08571428571427,48.48571428571428,25.171428571428567,35.97142857142856,47.54285714285713,4
4,90.39999999999999,37.71428571428571,44.14285714285714,37.74285714285713,26.914285714285707,56.028571428571425,50.514285714285705,36.62857142857142,45.31428571428571,39.428571428571416,37.85714285714285,50.942857142857136,40.25714285714285,92.19999999999999,48.71428571428571,28.028571428571425,33.14285714285714,52.88571428571427,5
5,37.428571428571416,38.42857142857142,38.171428571428564,40.11428571428571,31.05714285714285,55.514285714285705,47.514285714285705,44.74285714285713,44.05714285714285,82.25714285714284,37.171428571428564,53.05714285714284,40.54285714285714,66.65714285714286,45.599999999999994,38.48571428571428,35.97142857142856,54.34285714285713,6
6,41.085714285714275,38.31428571428571,41.28571428571428,49.8,36.028571428571425,48.57142857142856,44.428571428571416,47.942857142857136,45.3142857142857,155.11428571428567,37.11428571428571,41.942857142857136,47.05714285714285,29.14285714285714,45.77142857142856,45.28571428571428,42.65714285714285,57.62857142857142,7
7,42.37142857142857,37.37142857142857,48.685714285714276,54.514285714285705,29.085714285714275,61.828571428571415,31.65714285714285,50.199999999999996,44.97142857142856,210.91428571428565,27.48571428571428,39.8,55.914285714285704,39.85714285714285,49.85714285714285,44.199999999999996,46.68571428571428,50.34285714285713,8
8,56.599999999999994,44.0,54.171428571428564,60.085714285714275,70.62857142857142,70.54285714285713,44.942857142857136,62.48571428571428,53.74285714285713,312.5714285714285,24.257142857142853,48.599999999999994,79.5142857142857,47.39999999999999,55.028571428571425,48.79999999999999,38.3142857142857,51.62857142857142,9
9,48.85714285714285,41.514285714285705,48.74285714285713,70.85714285714285,83.48571428571428,72.57142857142856,57.85714285714285,61.8,49.37142857142857,372.5999999999999,18.199999999999996,56.48571428571428,90.25714285714284,57.48571428571428,57.88571428571427,55.02857142857142,47.8,56.99999999999999,10
10,37.22857142857143,50.05714285714285,48.37142857142857,77.48571428571427,81.68571428571428,55.74285714285713,65.6,59.828571428571415,54.05714285714285,409.5428571428571,37.14285714285714,52.199999999999996,103.54285714285712,61.39999999999999,62.37142857142857,45.45714285714285,57.599999999999994,47.028571428571425,11
11,46.48571428571428,49.8,48.14285714285713,81.5142857142857,41.428571428571416,51.62857142857142,53.657142857142844,66.57142857142856,46.71428571428571,413.94285714285706,87.59999999999998,48.62857142857142,102.45714285714286,60.94285714285713,72.85714285714285,45.57142857142856,61.942857142857136,85.48571428571427,12
12,58.39999999999999,56.71428571428571,53.85714285714285,86.99999999999997,66.37142857142855,46.342857142857135,55.39999999999999,78.48571428571427,49.05714285714285,454.02857142857135,127.3142857142857,56.99999999999999,103.37142857142855,72.25714285714284,69.85714285714285,50.257142857142846,59.14285714285714,95.97142857142856,13
13,54.428571428571416,54.3142857142857,51.514285714285705,93.54285714285712,57.85714285714285,49.085714285714275,45.97142857142857,66.28571428571428,38.71428571428571,416.82857142857137,134.1428571428571,52.22857142857143,96.77142857142854,81.79999999999998,69.14285714285714,61.685714285714276,62.085714285714275,83.74285714285713,14
14,48.514285714285705,56.48571428571428,53.514285714285705,88.82857142857142,61.37142857142856,68.08571428571427,68.3142857142857,64.48571428571428,41.771428571428565,420.88571428571424,150.68571428571425,45.514285714285705,108.31428571428569,88.9142857142857,72.85714285714285,55.342857142857135,65.62857142857142,42.11428571428571,15
15,52.97142857142856,52.88571428571427,52.34285714285713,100.02857142857141,69.31428571428569,63.48571428571427,81.5142857142857,69.05714285714285,48.28571428571428,499.3999999999999,182.65714285714284,45.19999999999999,131.65714285714284,106.54285714285713,72.65714285714284,63.828571428571415,70.6,62.99999999999999,16
16,55.22857142857142,50.99999999999999,54.914285714285704,107.05714285714284,65.25714285714285,67.88571428571427,82.39999999999998,72.94285714285712,59.428571428571416,484.42857142857133,213.25714285714284,45.79999999999999,127.2285714285714,120.74285714285712,107.85714285714285,63.48571428571428,69.08571428571427,60.74285714285713,17
17,49.62857142857142,50.657142857142844,58.11428571428571,114.79999999999998,68.71428571428571,59.9142857142857,119.97142857142856,64.77142857142856,60.68571428571428,422.65714285714273,241.19999999999996,50.42857142857142,110.68571428571425,117.7142857142857,106.54285714285712,63.999999999999986,61.79999999999999,58.39999999999999,18
18,57.79999999999999,57.39999999999999,66.48571428571428,118.14285714285712,55.57142857142856,67.14285714285714,132.88571428571427,66.17142857142855,52.77142857142856,404.68571428571425,273.2857142857142,43.8,108.08571428571426,135.74285714285713,99.22857142857141,62.37142857142857,57.74285714285713,50.8,19
19,54.3142857142857,52.342857142857135,55.11428571428571,135.9142857142857,84.59999999999998,68.88571428571427,120.79999999999998,73.77142857142856,40.914285714285704,484.05714285714276,301.91428571428565,51.28571428571428,117.14285714285712,145.28571428571428,69.19999999999999,62.085714285714275,64.34285714285713,66.17142857142856,20
20,57.828571428571415,42.99999999999999,44.514285714285705,128.74285714285713,58.77142857142856,65.71428571428571,81.57142857142856,75.6,39.599999999999994,470.42857142857133,334.8571428571428,50.914285714285704,123.59999999999998,156.3142857142857,87.48571428571427,65.94285714285714,68.65714285714284,59.085714285714275,21
21,48.82857142857142,37.25714285714285,46.05714285714285,128.82857142857142,63.599999999999994,67.65714285714284,99.5142857142857,80.14285714285714,40.25714285714285,429.79999999999995,372.94285714285706,45.28571428571428,115.57142857142856,152.1142857142857,75.42857142857142,64.77142857142857,72.14285714285712,57.77142857142856,22
22,58.257142857142846,46.28571428571428,61.05714285714285,127.88571428571427,43.74285714285713,61.79999999999998,100.6285714285714,68.65714285714284,40.48571428571427,464.05714285714276,363.2857142857142,39.37142857142857,130.6285714285714,157.1428571428571,85.99999999999997,71.82857142857141,66.65714285714284,59.77142857142856,23
