,Reconstruction_error,True_class,pred_label,adap_label,filter_label
60,-2.508916521072388,0,0,0.0,0.0
61,-3.2030878543853767,0,0,0.0,0.0
62,-0.3853527247905731,0,0,0.0,0.0
63,-2.507314276695252,1,0,0.0,0.0
64,0.6723087549209594,1,0,0.0,0.0
65,9.31101086139679,1,0,1.0,0.0
66,4.503361678123474,1,0,0.0,0.0
67,-1.0787532538175584,0,0,0.0,0.0
68,-0.9707372128963472,0,0,0.0,0.0
69,6.868880271911621,0,0,0.0,0.0
70,-0.8313982367515564,0,0,0.0,0.0
71,-3.0935108900070185,0,0,0.0,0.0
72,-3.47739200592041,0,0,0.0,0.0
73,-3.486391818523407,0,0,0.0,0.0
74,-3.977149701118469,0,0,0.0,0.0
75,-4.218591547012329,0,0,0.0,0.0
76,-3.9380040407180794,0,0,0.0,0.0
77,-4.577800965309144,0,0,0.0,0.0
78,-3.6361936926841736,0,0,0.0,0.0
79,-4.213406896591186,0,0,0.0,0.0
80,-3.928803586959839,0,0,0.0,0.0
81,-4.363976669311524,0,0,0.0,0.0
82,-3.89826026558876,0,0,0.0,0.0
83,-3.5833368062973023,0,0,0.0,0.0
84,-2.647259330749512,0,0,0.0,0.0
85,-1.3415593385696412,0,0,0.0,0.0
86,-2.2218379497528082,0,0,0.0,0.0
87,-4.122331118583679,0,0,0.0,0.0
88,-3.9167417883872986,0,0,0.0,0.0
89,-4.177223110198975,0,0,0.0,0.0
90,-3.4089410424232485,0,0,0.0,0.0
91,-1.355422556400299,0,0,0.0,0.0
92,-4.3632513046264645,0,0,0.0,0.0
93,-4.296548247337341,0,0,0.0,0.0
94,2.2558084162883456,0,0,0.0,0.0
95,-1.090523099899292,0,0,0.0,0.0
96,-3.9788426518440247,0,0,0.0,0.0
97,-2.503139001131058,0,0,0.0,0.0
98,-3.98843252658844,0,0,0.0,0.0
99,-3.3493391036987306,0,0,0.0,0.0
100,-4.843999910354613,0,0,0.0,0.0
101,-4.2693637192249305,0,0,0.0,0.0
102,-3.5200561195611955,0,0,0.0,0.0
103,-3.6120807409286497,0,0,0.0,0.0
104,-3.518567287921905,0,0,0.0,0.0
105,-3.9727806359529496,0,0,0.0,0.0
106,-4.089820790290832,0,0,0.0,0.0
107,-1.33614022731781,0,0,0.0,0.0
108,-3.9774338960647584,0,0,0.0,0.0
109,-3.1738364934921264,0,0,0.0,0.0
110,-2.8256024360656737,0,0,0.0,0.0
111,-4.037265080213547,0,0,0.0,0.0
112,-4.302041673660279,0,0,0.0,0.0
113,-4.241382598876953,0,0,0.0,0.0
114,-4.276550364494324,0,0,0.0,0.0
115,-3.6417654037475584,0,0,0.0,0.0
116,-2.5029732823371886,0,0,0.0,0.0
117,-3.7283486366271967,0,0,0.0,0.0
118,-3.4502617865800858,0,0,0.0,0.0
119,39.478981018066406,1,1,1.0,1.0
120,61.60847930908203,1,1,1.0,1.0
121,-0.7645383954048157,1,0,0.0,0.0
122,-1.3785661458969116,0,0,0.0,0.0
123,-3.5757319271564483,0,0,0.0,0.0
124,2.1344874024391176,0,0,0.0,0.0
125,-2.514332669973373,0,0,0.0,0.0
126,-2.001370632648468,0,0,0.0,0.0
127,-3.5707693040370936,0,0,0.0,0.0
128,-3.763954067230225,0,0,0.0,0.0
129,-3.8325684070587163,0,0,0.0,0.0
130,-2.7118251800537108,0,0,0.0,0.0
131,-2.7068977832794188,0,0,0.0,0.0
132,-3.578806495666504,0,0,0.0,0.0
133,-3.3461325764656067,0,0,0.0,0.0
134,-3.7947284698486334,0,0,0.0,0.0
135,-3.7818397998809816,0,0,0.0,0.0
136,-3.8114897727966315,0,0,0.0,0.0
137,-2.0067752003669743,0,0,0.0,0.0
138,-1.4627501249313355,0,0,0.0,0.0
139,-2.2278714776039124,0,0,0.0,0.0
140,-3.980198061466217,0,0,0.0,0.0
141,-1.947280180454254,0,0,0.0,0.0
142,-1.172993779182434,0,0,0.0,0.0
143,-4.6208813905715935,0,0,0.0,0.0
144,-4.420069175958633,0,0,0.0,0.0
145,-4.094952249526978,0,0,0.0,0.0
146,-4.442571833729744,0,0,0.0,0.0
147,-4.366838589310647,0,0,0.0,0.0
148,-3.0655460759997366,0,0,0.0,0.0
149,-3.1890027284622198,0,0,0.0,0.0
150,-3.06084543466568,0,0,0.0,0.0
151,-3.721599960327148,0,0,0.0,0.0
152,3.477957703173161,0,0,0.0,0.0
153,-3.1791298627853397,0,0,0.0,0.0
154,36.09389858245849,0,1,0.0,0.0
155,-4.097254204750061,0,0,0.0,0.0
156,-4.231248140335083,0,0,0.0,0.0
157,-3.774624732136727,0,0,0.0,0.0
158,-0.4926254630088806,0,0,0.0,0.0
159,-4.2215182065963734,0,0,0.0,0.0
160,-3.236635410785675,0,0,0.0,0.0
161,-1.9944517374038695,0,0,0.0,0.0
162,-3.7180842876434332,0,0,0.0,0.0
163,-3.821924471855164,0,0,0.0,0.0
164,-3.806741881370544,0,0,0.0,0.0
165,-3.4828657031059267,0,0,0.0,0.0
166,-4.210440945625305,0,0,0.0,0.0
167,-2.061897921562194,0,0,0.0,0.0
168,-2.6307449519634245,0,0,0.0,0.0
169,-4.0848140716552725,0,0,0.0,0.0
170,-4.121478176116943,0,0,0.0,0.0
171,-4.468881559371948,0,0,0.0,0.0
172,-1.5597068620845675,0,0,0.0,0.0
173,-1.8638337731361392,0,0,0.0,0.0
174,-1.365594732761383,0,0,0.0,0.0
175,-3.466159009933472,1,0,0.0,0.0
176,3.598593688011169,1,0,0.0,0.0
177,22.651725196838374,1,1,1.0,0.0
178,6.028721169382334,0,0,0.0,0.0
179,-3.792489230632782,0,0,0.0,0.0
180,-2.0499835014343257,0,0,0.0,0.0
181,-1.3434041023254395,0,0,0.0,0.0
182,-3.602449941635132,0,0,0.0,0.0
183,-2.797476625442505,0,0,0.0,0.0
184,-4.159395623207092,0,0,0.0,0.0
185,-4.0366707921028135,0,0,0.0,0.0
186,-3.8230228424072266,0,0,0.0,0.0
187,-4.214786070585252,0,0,0.0,0.0
188,-0.3129945039749146,0,0,0.0,0.0
189,-4.315320324897766,0,0,0.0,0.0
190,-3.850038504600525,0,0,0.0,0.0
191,-3.7196539402008058,0,0,0.0,0.0
192,-2.1163582801818848,0,0,0.0,0.0
193,-3.964397811889648,0,0,0.0,0.0
194,-3.8438831448554986,0,0,0.0,0.0
195,-4.1983967423439035,0,0,0.0,0.0
196,0.7232295051217079,0,0,0.0,0.0
197,-3.5149379730224615,0,0,0.0,0.0
198,-4.385514831542968,0,0,0.0,0.0
199,-2.2212039232254033,0,0,0.0,0.0
200,-4.093239235877991,0,0,0.0,0.0
201,-1.9937561988830568,0,0,0.0,0.0
202,0.20963943004608154,0,0,0.0,0.0
203,-3.8253108739852895,0,0,0.0,0.0
204,-4.515082836151123,0,0,0.0,0.0
205,-3.4384886026382446,0,0,0.0,0.0
206,-3.120027709007263,0,0,0.0,0.0
207,-2.019540333747864,0,0,0.0,0.0
208,-3.502899050712585,0,0,0.0,0.0
209,-3.4028186321258547,0,0,0.0,0.0
210,-3.682989454269409,0,0,0.0,0.0
211,-2.6233795166015623,0,0,0.0,0.0
212,-2.592618083953857,0,0,0.0,0.0
213,-2.503756237030029,0,0,0.0,0.0
214,-1.494385290145874,0,0,0.0,0.0
215,-1.116220915317535,0,0,0.0,0.0
216,-3.5204538345336918,0,0,0.0,0.0
217,0.8305387884378433,0,0,0.0,0.0
218,-3.875377583503723,0,0,0.0,0.0
219,-2.938970184326172,0,0,0.0,0.0
220,-2.258424425125122,0,0,0.0,0.0
221,-3.611549593508244,0,0,0.0,0.0
222,-3.4926457107067113,0,0,0.0,0.0
223,-3.2591620206832888,0,0,0.0,0.0
224,-3.650947391986847,0,0,0.0,0.0
225,-1.94710111618042,0,0,0.0,0.0
226,-3.394481420516968,0,0,0.0,0.0
227,-3.578727388381958,0,0,0.0,0.0
228,1.895512372255325,0,0,1.0,0.0
229,-1.6559286832809448,1,0,0.0,0.0
230,15.031358683109286,1,1,1.0,1.0
231,11.28624897003174,1,0,1.0,1.0
232,-2.4947020530700685,1,0,0.0,0.0
233,-2.1985426902771,0,0,0.0,0.0
234,-0.6387639343738556,0,0,0.0,0.0
235,0.9059141278266908,0,0,0.0,0.0
236,-1.81252236366272,0,0,0.0,0.0
237,-2.530377984046936,0,0,0.0,0.0
238,-3.095018720626831,0,0,0.0,0.0
239,-2.731045126914978,0,0,0.0,0.0
240,-0.2424809515476227,0,0,0.0,0.0
241,-1.3608792781829837,0,0,0.0,0.0
242,-3.0958372354507446,0,0,0.0,0.0
243,0.5991252928972244,0,0,0.0,0.0
244,-3.0011770725250244,0,0,0.0,0.0
245,-2.8777894124388697,0,0,0.0,0.0
246,-2.377123236656189,0,0,0.0,0.0
247,-2.9022451519966124,0,0,0.0,0.0
248,-2.5552150368690487,0,0,0.0,0.0
249,-2.553295135498047,0,0,0.0,0.0
250,-0.6826531171798706,0,0,0.0,0.0
251,2.681070107221603,0,0,0.0,0.0
252,-2.3631600350141526,0,0,0.0,0.0
253,-2.5807215213775634,0,0,0.0,0.0
254,-1.6296814322471618,0,0,0.0,0.0
255,-2.382256555557251,0,0,0.0,0.0
256,-2.011805510520935,0,0,0.0,0.0
257,-1.8223447736352685,0,0,0.0,0.0
258,-1.794301575422287,0,0,0.0,0.0
259,-2.334659481048584,0,0,0.0,0.0
260,-2.339872193336487,0,0,0.0,0.0
261,-2.5740782499313357,0,0,0.0,0.0
262,-2.778419065475464,0,0,0.0,0.0
263,-2.284882354736328,0,0,0.0,0.0
264,-0.6923308789730072,0,0,0.0,0.0
265,5.3231286764144885,0,0,0.0,0.0
266,-0.6338697701692582,0,0,0.0,0.0
267,-0.96217120885849,0,0,0.0,0.0
268,-1.5729075551033016,0,0,0.0,0.0
269,-0.6857419013977051,0,0,0.0,0.0
270,-1.1308119297027588,0,0,0.0,0.0
271,-1.899806344509125,0,0,0.0,0.0
272,-2.6101686239242547,0,0,0.0,0.0
273,-2.6683915853500366,0,0,0.0,0.0
274,1.4971986562013626,0,0,0.0,0.0
275,0.3699852824211121,0,0,0.0,0.0
276,-3.027523124217987,0,0,0.0,0.0
277,-2.2120921850204467,0,0,0.0,0.0
278,-3.124111269414425,0,0,0.0,0.0
279,12.55853328704834,0,0,1.0,0.0
280,8.904411643743517,0,0,0.0,0.0
281,8.834775972366334,0,0,0.0,0.0
282,14.358261394500733,0,0,1.0,1.0
283,28.61866774559021,0,1,1.0,1.0
284,21.167514610290528,0,1,1.0,1.0
285,6.534432744979857,1,0,0.0,0.0
286,58.42280502319336,1,1,1.0,0.0
287,31.955252265930177,1,1,0.0,0.0
288,14.764001542329789,1,0,0.0,0.0
289,11.313526630401613,0,0,0.0,0.0
290,8.210407108068466,0,0,0.0,0.0
291,11.634813338518144,0,0,0.0,0.0
292,7.329158771038054,0,0,0.0,0.0
293,2.8569304227828978,0,0,0.0,0.0
294,4.284907293319701,0,0,0.0,0.0
295,3.941042220592499,0,0,0.0,0.0
296,4.117778690159321,0,0,0.0,0.0
297,1.2004389524459842,0,0,0.0,0.0
298,1.1443506956100464,0,0,0.0,0.0
299,3.165335011482239,0,0,0.0,0.0
300,2.785104727745056,0,0,0.0,0.0
301,-0.2039184331893921,0,0,0.0,0.0
302,0.349429988861084,0,0,0.0,0.0
303,0.11570651531219482,0,0,0.0,0.0
304,-0.8468131303787232,0,0,0.0,0.0
305,0.7105066150426864,0,0,0.0,0.0
306,-0.63450718075037,0,0,0.0,0.0
307,1.8690534591674808,0,0,0.0,0.0
308,5.23555326461792,0,0,0.0,0.0
309,-1.082010006904602,0,0,0.0,0.0
310,-1.2971263408660891,0,0,0.0,0.0
311,-1.368163824081421,0,0,0.0,0.0
312,-1.1092928171157836,0,0,0.0,0.0
313,-1.4519031286239623,0,0,0.0,0.0
314,-1.5732818603515626,0,0,0.0,0.0
315,-0.3370574086904526,0,0,0.0,0.0
316,-1.3523221015930176,0,0,0.0,0.0
317,-0.2305531919002533,0,0,0.0,0.0
318,-0.9714900493621826,0,0,0.0,0.0
319,-1.337201166152954,0,0,0.0,0.0
320,-0.14359397888183595,0,0,0.0,0.0
321,-1.319747543334961,0,0,0.0,0.0
322,1.7335351586341858,0,0,0.0,0.0
323,-1.505864930152893,0,0,0.0,0.0
324,-0.07293648719787597,0,0,0.0,0.0
325,8.504520225524903,0,0,0.0,0.0
326,10.671712350845336,0,0,0.0,0.0
327,3.476543140411377,0,0,0.0,0.0
328,0.970740270614624,0,0,0.0,0.0
329,15.2701124727726,0,1,0.0,0.0
330,10.89327877163887,0,0,0.0,0.0
331,15.90612663924694,0,1,0.0,0.0
332,18.82276381254196,0,1,0.0,0.0
333,15.212840676307678,0,1,0.0,0.0
334,9.322539103776217,0,0,0.0,0.0
335,2.5242754220962524,0,0,0.0,0.0
336,11.037739593535662,0,0,0.0,0.0
337,10.067639333009721,0,0,0.0,0.0
338,13.282541501522065,0,0,0.0,0.0
339,21.32922840118408,0,1,1.0,1.0
340,18.479696369171144,0,1,1.0,1.0
341,21.13438010811806,0,1,1.0,1.0
342,14.517444550991057,0,0,0.0,0.0
343,7.683348703384398,0,0,0.0,0.0
344,5.634208285808564,0,0,0.0,0.0
345,4.804564881324769,0,0,0.0,0.0
346,1.1618872165679932,0,0,0.0,0.0
347,1.701307511329651,0,0,0.0,0.0
348,3.2198346614837647,0,0,0.0,0.0
349,1.9826220512390136,0,0,0.0,0.0
350,0.22095804214477535,0,0,0.0,0.0
351,-0.8459578037261963,0,0,0.0,0.0
352,1.4802160739898682,0,0,0.0,0.0
353,-0.9430879592895508,0,0,0.0,0.0
354,0.4125119876116514,0,0,0.0,0.0
355,-0.8801177024841309,0,0,0.0,0.0
356,-0.7189502716064453,0,0,0.0,0.0
357,-1.177646279335022,0,0,0.0,0.0
358,-0.5055590391159057,0,0,0.0,0.0
359,-1.4272640228271485,0,0,0.0,0.0
360,-1.6898943901062011,0,0,0.0,0.0
361,-0.8027102991938591,0,0,0.0,0.0
362,-0.4929660320281982,0,0,0.0,0.0
363,0.7474416673183442,0,0,0.0,0.0
364,1.1633224487304688,0,0,0.0,0.0
365,0.7442012645304203,0,0,0.0,0.0
366,1.3273728743195534,0,0,0.0,0.0
367,1.94566707611084,0,0,0.0,0.0
368,-1.7861072301864624,0,0,0.0,0.0
369,-0.8076168358325958,0,0,0.0,0.0
370,0.383695125579834,0,0,0.0,0.0
371,-0.7057878732681274,0,0,0.0,0.0
372,-0.6741137385368348,0,0,0.0,0.0
373,2.1408766984939573,0,0,0.0,0.0
374,-0.619083794951439,0,0,0.0,0.0
375,0.06273853406310081,0,0,0.0,0.0
376,-0.6598020374774933,1,0,0.0,0.0
377,2.1976397752761843,1,0,0.0,0.0
378,1.924086618423462,1,0,0.0,0.0
379,-0.8315636307001114,1,0,0.0,0.0
380,-1.965892243385315,0,0,0.0,0.0
381,1.1103016972541808,0,0,0.0,0.0
382,-0.6862900823354721,0,0,0.0,0.0
383,1.9104706645011904,0,0,0.0,0.0
384,0.9106532573699953,0,0,0.0,0.0
385,1.6343424320220947,0,0,0.0,0.0
386,-1.490148843079805,0,0,0.0,0.0
387,-2.9249772876501083,0,0,0.0,0.0
388,-2.2794587135314943,0,0,0.0,0.0
389,-2.3503404378890997,0,0,0.0,0.0
390,-1.947114074230194,0,0,0.0,0.0
391,-3.253519594669342,0,0,0.0,0.0
392,-2.6095384761691087,0,0,0.0,0.0
393,-2.8540900588035583,0,0,0.0,0.0
394,-1.401147962361574,0,0,0.0,0.0
395,-3.0591606378555296,0,0,0.0,0.0
396,0.6164550840854645,0,0,0.0,0.0
397,1.611964750289917,0,0,0.0,0.0
398,-0.6295552134513855,0,0,0.0,0.0
399,0.1957916259765625,0,0,0.0,0.0
400,-0.06898473501205445,0,0,0.0,0.0
401,-0.019024329632520674,0,0,0.0,0.0
402,-2.708382976055145,0,0,0.0,0.0
403,-1.9265674024820327,0,0,0.0,0.0
404,-2.748183536529541,0,0,0.0,0.0
405,-1.9329749643802645,0,0,0.0,0.0
406,-2.943163514137268,0,0,0.0,0.0
407,-3.4027564138174062,0,0,0.0,0.0
408,-1.6275923252105713,0,0,0.0,0.0
409,-1.4926752239465713,0,0,0.0,0.0
410,-3.1688910245895388,0,0,0.0,0.0
411,-2.915660810470581,0,0,0.0,0.0
412,-2.868546915054321,0,0,0.0,0.0
413,-1.7201675891876218,0,0,0.0,0.0
414,-3.0136435687541963,0,0,0.0,0.0
415,-3.094853162765503,0,0,0.0,0.0
416,-2.9366719484329225,0,0,0.0,0.0
417,-2.804011607170105,0,0,0.0,0.0
418,-3.66622309088707,0,0,0.0,0.0
419,-3.2981237888336183,0,0,0.0,0.0
420,-3.1338269263505936,0,0,0.0,0.0
421,-3.1190506339073183,0,0,0.0,0.0
422,-2.414297807216644,0,0,0.0,0.0
423,-4.071426987648009,0,0,0.0,0.0
424,-3.4866388857364656,0,0,0.0,0.0
425,-3.743677803874016,0,0,0.0,0.0
426,-0.07499371767044068,0,0,0.0,0.0
427,18.042522621154784,0,1,1.0,1.0
428,28.643894696235648,0,1,1.0,1.0
429,91.07083282470705,0,1,1.0,1.0
430,81.83212585449219,1,1,1.0,1.0
431,52.12704391479493,1,1,1.0,1.0
432,148.20117645263673,1,1,1.0,1.0
433,32.22082481384277,0,1,0.0,0.0
434,68.83754081726075,0,1,0.0,0.0
435,46.05940971374512,0,1,0.0,0.0
436,29.06498184204101,0,1,0.0,0.0
437,5.2529629230499255,0,0,0.0,0.0
438,2.282610201835632,0,0,0.0,0.0
439,-1.4870346069335938,0,0,0.0,0.0
440,0.5364858083426952,0,0,0.0,0.0
441,-3.152578449249268,0,0,0.0,0.0
442,-2.922898054122925,0,0,0.0,0.0
443,-3.438320729136467,0,0,0.0,0.0
444,-3.567644703388214,0,0,0.0,0.0
445,-2.3131573677062987,0,0,0.0,0.0
446,-3.1962662234902384,0,0,0.0,0.0
447,-3.3029754251241683,0,0,0.0,0.0
448,-2.38028481900692,0,0,0.0,0.0
449,-2.722201979160309,0,0,0.0,0.0
450,-0.11520871818065645,0,0,0.0,0.0
451,-3.263909935951233,0,0,0.0,0.0
452,-3.079231369495392,0,0,0.0,0.0
453,-2.8135061979293825,0,0,0.0,0.0
454,-3.4459641575813293,0,0,0.0,0.0
455,-3.5217612504959113,0,0,0.0,0.0
456,-3.2070185899734502,0,0,0.0,0.0
457,0.14727045297622682,0,0,0.0,0.0
458,0.7473786175251007,0,0,0.0,0.0
459,-3.3137165755033493,0,0,0.0,0.0
460,-3.1842877864837646,0,0,0.0,0.0
461,-3.8958926677703856,0,0,0.0,0.0
462,-3.1095900535583496,0,0,0.0,0.0
463,-2.646550703048706,0,0,0.0,0.0
464,-3.662083029747009,0,0,0.0,0.0
465,-2.7405144929885865,0,0,0.0,0.0
466,-3.068941760063171,0,0,0.0,0.0
467,-3.087784206867218,0,0,0.0,0.0
468,-3.3665072917938232,0,0,0.0,0.0
469,-3.102123689651489,0,0,0.0,0.0
470,-2.0390424013137816,0,0,0.0,0.0
471,-3.1156492233276367,0,0,0.0,0.0
472,-3.085452109575272,0,0,0.0,0.0
473,-2.8027731895446784,0,0,0.0,0.0
474,-2.5833919286727904,0,0,0.0,0.0
475,-2.2500319600105287,0,0,0.0,0.0
476,-2.9838054418563837,0,0,0.0,0.0
477,-3.1245110988616944,0,0,0.0,0.0
478,-3.152667450904846,0,0,0.0,0.0
479,3.2998279094696046,0,0,0.0,0.0
480,2.2419283390045166,0,0,0.0,0.0
481,2.2301146507263185,0,0,0.0,0.0
482,0.6397753238677979,0,0,0.0,0.0
483,-3.1284145593643187,0,0,0.0,0.0
484,-2.190783268213272,0,0,0.0,0.0
485,-3.07103351354599,0,0,0.0,0.0
486,3.6463337555527686,1,0,1.0,1.0
487,23.73765983581543,1,1,1.0,1.0
488,18.24407615661621,1,1,1.0,1.0
489,-3.261508893966675,0,0,0.0,0.0
490,-3.3355962991714483,0,0,0.0,0.0
491,-3.380094647407532,0,0,0.0,0.0
492,0.8485122203826905,0,0,0.0,0.0
493,0.2493083715438843,0,0,0.0,0.0
494,-3.1379684209823613,0,0,0.0,0.0
495,-0.9758908748626708,0,0,0.0,0.0
496,-2.812794750928879,0,0,0.0,0.0
497,-2.6664602994918822,0,0,0.0,0.0
498,-2.1449325084686284,0,0,0.0,0.0
499,-2.0538424968719484,0,0,0.0,0.0
500,-2.739369124174118,0,0,0.0,0.0
501,-3.0716773748397825,0,0,0.0,0.0
502,-1.5322874069213868,0,0,0.0,0.0
503,-2.97916294336319,0,0,0.0,0.0
504,3.106077033281326,0,0,0.0,0.0
505,-1.8002027988433835,0,0,0.0,0.0
506,-2.435596418380737,0,0,0.0,0.0
507,-3.782466101646423,0,0,0.0,0.0
508,-2.718175506591797,0,0,0.0,0.0
509,-3.767746704816818,0,0,0.0,0.0
510,-3.359898948669433,0,0,0.0,0.0
511,-1.3469789028167725,0,0,0.0,0.0
512,-2.6145738124847413,0,0,0.0,0.0
513,-2.3177574634552003,0,0,0.0,0.0
514,-2.9844806730747218,0,0,0.0,0.0
515,-2.8618486166000365,0,0,0.0,0.0
516,-2.6336963534355164,0,0,0.0,0.0
517,-3.036900329589844,0,0,0.0,0.0
518,-3.282155561447144,0,0,0.0,0.0
519,-2.769764363765717,0,0,0.0,0.0
520,-2.782842898368836,0,0,0.0,0.0
521,-2.669209861755371,0,0,0.0,0.0
522,-2.617443072795868,0,0,0.0,0.0
523,-2.842913031578064,0,0,0.0,0.0
524,-2.300197076797485,0,0,0.0,0.0
525,-2.8821501731872563,0,0,0.0,0.0
526,-2.2404527068138123,0,0,0.0,0.0
527,-2.8517937660217285,0,0,0.0,0.0
528,-3.0791326045989984,0,0,0.0,0.0
529,-3.1028062105178837,0,0,0.0,0.0
530,-2.135832899808884,0,0,0.0,0.0
531,-2.4247341528534894,0,0,0.0,0.0
532,-2.8327974319458007,0,0,0.0,0.0
533,0.6903197944164277,0,0,0.0,0.0
534,-3.1596438646316534,0,0,0.0,0.0
535,-3.2181376218795776,0,0,0.0,0.0
536,-2.1225906729698183,0,0,0.0,0.0
537,3.0314095228910447,0,0,1.0,1.0
538,11.135834687948227,0,0,1.0,1.0
539,83.85782165527344,1,1,1.0,1.0
540,442.0430389404297,1,1,1.0,1.0
541,182.90655822753902,1,1,0.0,0.0
542,165.8542266845703,1,1,0.0,0.0
543,34.69996681213379,0,1,0.0,0.0
544,19.790718746185306,0,1,0.0,0.0
545,19.241951036453248,0,1,0.0,0.0
546,14.828156232833862,0,0,0.0,0.0
547,12.905771938711405,0,0,0.0,0.0
548,10.22031660079956,0,0,0.0,0.0
549,8.787787712737918,0,0,0.0,0.0
550,6.187185710668564,0,0,0.0,0.0
551,5.871508145332338,0,0,0.0,0.0
552,6.545802617073059,0,0,0.0,0.0
553,11.462781353294847,0,0,0.0,0.0
554,10.634887886047363,0,0,0.0,0.0
555,7.149573935568331,0,0,0.0,0.0
556,6.285582816600798,0,0,0.0,0.0
557,8.721726489067077,0,0,0.0,0.0
558,11.617715883255006,0,0,0.0,0.0
559,6.609433174133301,0,0,0.0,0.0
560,10.408503162860873,0,0,0.0,0.0
561,6.3858297109603885,0,0,0.0,0.0
562,11.00582745075226,0,0,0.0,0.0
563,11.025197662785649,0,0,0.0,0.0
564,6.021910429000855,0,0,0.0,0.0
565,7.010903400182724,0,0,0.0,0.0
566,7.016682887077332,0,0,0.0,0.0
567,11.663244485855104,0,0,0.0,0.0
568,14.158420467376711,0,0,0.0,0.0
569,14.178733360767364,0,0,0.0,0.0
570,10.746560555696487,0,0,0.0,0.0
571,6.3879495620727536,0,0,0.0,0.0
572,10.902521753311158,0,0,0.0,0.0
573,20.666944599151613,0,1,0.0,0.0
574,14.82289177775383,0,0,0.0,0.0
575,24.45784282684326,0,1,0.0,0.0
576,9.2209707736969,0,0,0.0,0.0
577,24.658487129211426,0,1,0.0,0.0
578,21.843543910980223,0,1,0.0,0.0
579,21.712131118774415,0,1,0.0,0.0
580,19.31702489852905,0,1,0.0,0.0
581,21.472162818908693,0,1,0.0,0.0
582,8.574280667304993,0,0,0.0,0.0
583,11.971205842494964,0,0,0.0,0.0
584,4.134855175018311,0,0,0.0,0.0
585,10.379408359527588,0,0,0.0,0.0
586,14.332774353027347,0,0,0.0,0.0
587,6.3110401153564455,0,0,0.0,0.0
588,10.375389933586119,0,0,0.0,0.0
589,4.769112169742584,0,0,0.0,0.0
590,11.120860528945922,0,0,0.0,0.0
591,6.556851816177367,0,0,0.0,0.0
592,4.945860505104066,0,0,0.0,0.0
593,5.6545247554779055,1,0,0.0,0.0
594,3.613091444969177,1,0,0.0,0.0
595,1.03602514564991,1,0,0.0,0.0
596,4.7473148822784434,1,0,0.0,0.0
597,8.530514407157899,0,0,0.0,0.0
598,7.8132648229598995,0,0,0.0,0.0
599,8.167123699188233,0,0,0.0,0.0
600,24.775584602355963,0,1,1.0,1.0
601,26.67973918914795,0,1,1.0,1.0
