index,172.20.1.203,172.20.2.221,172.20.1.202,172.20.2.233,172.20.1.213,172.20.2.231,172.20.1.214,172.20.1.204,172.20.1.205,172.20.2.222,172.20.1.217,172.20.1.216,172.20.2.236,172.20.2.232,172.20.1.206,172.20.2.223,172.20.2.237,172.20.1.218,172.20.2.234,172.20.1.222,172.20.2.224,172.20.1.207,172.20.2.238,172.20.1.221,172.20.1.220,172.20.2.235,172.20.1.208,172.20.1.209,172.20.2.229,172.20.2.225,172.20.2.239,172.20.1.219,172.20.2.230,172.20.1.212,label,target
11,6787.0,4356.0,5996.0,4112.0,11834.0,4025.0,7755.0,11582.0,7779.0,4497.0,11553.0,10930.0,9089.0,5118.0,3927.0,5497.0,50451.0,122184.0,36046.0,4300.0,3098.0,5258.0,15893.0,27035.0,30271.0,17159.0,9295.0,8344.0,5368.0,5674.0,7308.0,4702.0,4059.0,4435.0,0,
12,10005.0,5297.0,8716.0,5557.0,10321.0,4018.0,9395.0,4739.0,7779.0,6430.0,14680.0,15453.0,4746.0,4147.0,4066.0,3760.0,73070.0,119553.0,48445.0,5024.0,3817.0,5602.0,16050.0,38531.0,42415.0,19398.0,12393.0,8851.0,7650.0,6966.0,7671.0,5799.0,4379.0,4435.0,0,
13,7985.0,3039.0,10490.0,4999.0,13742.0,3854.0,14516.0,7235.0,5471.0,6271.0,15033.0,16218.0,6447.0,3859.0,5760.0,3279.0,73070.0,120626.0,50427.0,3934.0,4298.0,4694.0,22658.0,44971.0,42949.0,18089.0,8052.0,8851.0,6202.0,7456.0,8931.0,4002.0,5004.0,4782.0,0,
14,10695.0,6705.0,10490.0,5154.0,11975.0,5888.0,13653.0,11564.0,3182.0,7498.0,15672.0,12627.0,7285.0,7937.0,5339.0,5659.0,70031.0,164796.0,51130.0,110767.0,6028.0,4876.0,21120.0,45011.0,42041.0,21695.0,9318.0,9384.0,6183.0,8407.0,10543.0,4933.0,5970.0,4360.0,0,
15,8756.0,5150.0,9665.0,6262.0,12556.0,5045.0,17818.0,4888.0,9166.0,10763.0,16016.0,14665.0,10583.0,9426.0,5339.0,3704.0,70031.0,223973.0,49486.0,146006.0,5565.0,5552.0,33038.0,44543.0,42041.0,31732.0,12360.0,9939.0,6706.0,8769.0,10537.0,5581.0,5858.0,7672.0,0,
16,10529.0,5150.0,6948.0,5320.0,15535.0,6448.0,12593.0,16673.0,4741.0,7992.0,16045.0,14104.0,9618.0,6936.0,5623.0,4516.0,74345.0,179362.0,47171.0,101618.0,5622.0,5134.0,28999.0,46151.0,38663.0,28445.0,9538.0,10173.0,6327.0,8283.0,12156.0,5876.0,5528.0,5751.0,0,
17,11676.0,5094.0,9302.0,5734.0,14279.0,6291.0,13374.0,7288.0,13424.0,7183.0,15030.0,13753.0,9880.0,11645.0,6058.0,4429.0,66575.0,179362.0,54175.0,156668.0,4223.0,4471.0,35847.0,42225.0,40564.0,31701.0,11624.0,10173.0,6434.0,9090.0,12274.0,3447.0,4659.0,4997.0,0,
18,10749.0,5816.0,10863.0,5352.0,13049.0,5183.0,15199.0,8926.0,9704.0,8866.0,17920.0,16835.0,9171.0,7990.0,4881.0,4079.0,75990.0,175742.0,77206.0,100789.0,3693.0,5609.0,35810.0,51954.0,51159.0,33244.0,12742.0,11306.0,8368.0,7084.0,10287.0,4338.0,3803.0,5408.0,0,
19,10435.0,3485.0,11705.0,5287.0,14977.0,6388.0,15936.0,6506.0,13813.0,8799.0,15290.0,15656.0,14390.0,9760.0,4319.0,3448.0,67532.0,299861.0,65927.0,120429.0,3305.0,4321.0,35988.0,45600.0,48476.0,30445.0,10349.0,11764.0,8723.0,7956.0,11204.0,4151.0,7252.0,5769.0,0,
20,10726.0,8193.0,9418.0,4640.0,17006.0,8293.0,13935.0,6099.0,9571.0,4753.0,15028.0,11888.0,12810.0,8866.0,4927.0,3854.0,68266.0,300285.0,69765.0,226102.0,3561.0,3342.0,40761.0,50704.0,49306.0,44910.0,13736.0,10739.0,11976.0,9222.0,13421.0,4853.0,4912.0,7026.0,0,
21,8432.0,4592.0,8725.0,4842.0,12503.0,4757.0,14308.0,9330.0,5407.0,21907.0,16010.0,15461.0,11643.0,13073.0,5840.0,5253.0,56888.0,208716.0,75310.0,264613.0,4903.0,4673.0,31566.0,44359.0,41251.0,37146.0,9367.0,12025.0,9257.0,7290.0,11736.0,4514.0,4770.0,7249.0,0,
22,8432.0,6281.0,7995.0,6785.0,16865.0,6997.0,17685.0,13463.0,11649.0,2211.0,16094.0,18072.0,12236.0,8886.0,3928.0,2955.0,73331.0,238311.0,75069.0,280097.0,4686.0,6172.0,39901.0,52967.0,50403.0,39888.0,11770.0,9533.0,11256.0,11304.0,12357.0,5551.0,6075.0,7920.0,0,
23,11838.0,5482.0,11402.0,6567.0,16523.0,7574.0,15693.0,5799.0,10165.0,16362.0,17597.0,18072.0,14426.0,12395.0,6374.0,3279.0,67381.0,233182.0,82554.0,251880.0,4148.0,5020.0,38680.0,51648.0,59550.0,38901.0,12767.0,9417.0,10933.0,9153.0,10733.0,8292.0,4674.0,5385.0,0,
24,8769.0,5745.0,9591.0,5949.0,41219.0,5874.0,19333.0,21861.0,16011.0,7078.0,19661.0,20837.0,11489.0,13381.0,5095.0,3530.0,67381.0,211146.0,74015.0,229989.0,3626.0,4505.0,39660.0,52601.0,54584.0,38018.0,13424.0,14411.0,9244.0,7284.0,15722.0,5219.0,5516.0,7743.0,0,
25,8723.0,5745.0,11133.0,5845.0,15646.0,6908.0,13391.0,5687.0,5914.0,8461.0,15776.0,12577.0,14902.0,12773.0,5705.0,3610.0,76839.0,340610.0,57388.0,327918.0,3354.0,6571.0,37448.0,52089.0,52237.0,40566.0,11003.0,11040.0,11138.0,11433.0,10939.0,5034.0,4336.0,6168.0,0,
26,8571.0,9243.0,9975.0,6744.0,19045.0,5032.0,18019.0,13081.0,10842.0,22164.0,19597.0,20669.0,15019.0,14731.0,5530.0,4354.0,90488.0,351809.0,55878.0,411996.0,4580.0,4748.0,48054.0,52086.0,53876.0,57616.0,12101.0,15173.0,9843.0,10107.0,14062.0,6258.0,5634.0,7040.0,0,
27,11053.0,7915.0,10646.0,6104.0,16502.0,6786.0,17585.0,9006.0,8486.0,5497.0,16779.0,16548.0,14046.0,12833.0,4079.0,4828.0,79553.0,207532.0,69320.0,461615.0,5242.0,3955.0,50820.0,61290.0,55478.0,51575.0,13032.0,11373.0,14427.0,12090.0,12947.0,5071.0,6294.0,4522.0,0,
28,8329.0,8144.0,11245.0,8882.0,19215.0,5608.0,17481.0,13053.0,21215.0,18723.0,22645.0,18496.0,20275.0,20346.0,4866.0,3861.0,80621.0,325610.0,69320.0,604072.0,4050.0,6437.0,58522.0,53665.0,56136.0,58246.0,13066.0,14438.0,10792.0,11629.0,15699.0,3700.0,8369.0,7985.0,0,
29,7761.0,7840.0,8386.0,7355.0,19757.0,5985.0,18884.0,13053.0,9392.0,4753.0,22645.0,13543.0,14177.0,15255.0,3857.0,2880.0,94220.0,286834.0,56284.0,501389.0,3941.0,4417.0,57449.0,57692.0,53281.0,53501.0,13900.0,14319.0,12038.0,11445.0,14325.0,3481.0,5068.0,6935.0,0,
30,10062.0,6545.0,10643.0,9047.0,17490.0,9711.0,17416.0,19148.0,19344.0,16640.0,19567.0,19918.0,18336.0,15910.0,3914.0,4211.0,94220.0,221525.0,57575.0,659646.0,4513.0,3392.0,51182.0,64809.0,52544.0,49324.0,11590.0,12984.0,9207.0,10834.0,14052.0,4823.0,6272.0,6141.0,0,
31,10227.0,6545.0,9270.0,9643.0,19597.0,8343.0,20658.0,16147.0,8444.0,13026.0,19993.0,16945.0,20731.0,14261.0,4164.0,4760.0,86220.0,427587.0,82586.0,489749.0,4174.0,4375.0,64401.0,60521.0,60836.0,71574.0,16826.0,14140.0,13022.0,10834.0,16186.0,4927.0,6352.0,11008.0,0,
32,11497.0,9456.0,10428.0,8339.0,16687.0,7600.0,18404.0,9010.0,13441.0,9026.0,18410.0,16499.0,18653.0,18142.0,4632.0,4098.0,91823.0,394098.0,56091.0,496601.0,5855.0,4481.0,58293.0,54086.0,62592.0,66658.0,12853.0,14598.0,10882.0,10399.0,13446.0,5394.0,6709.0,5932.0,0,
33,11968.0,10844.0,10332.0,6053.0,20636.0,6817.0,17358.0,21450.0,12210.0,15113.0,18202.0,19345.0,17797.0,22177.0,4642.0,3136.0,87777.0,448700.0,70325.0,555192.0,5783.0,5676.0,56847.0,59425.0,60076.0,59341.0,13167.0,13716.0,14950.0,12358.0,16390.0,4521.0,7221.0,8971.0,0,
34,10288.0,10844.0,13247.0,8383.0,16980.0,6971.0,20358.0,13249.0,14321.0,15667.0,18982.0,20418.0,20153.0,17285.0,5558.0,3549.0,87777.0,430046.0,58888.0,628647.0,5242.0,3916.0,72711.0,70176.0,64835.0,67705.0,16336.0,16205.0,15705.0,14872.0,16266.0,4475.0,6344.0,5838.0,0,
35,10713.0,8168.0,9788.0,9547.0,19733.0,6072.0,19957.0,14367.0,22863.0,8312.0,18739.0,18152.0,16764.0,17481.0,3736.0,3049.0,96238.0,360918.0,65056.0,476146.0,4107.0,4466.0,56251.0,66144.0,63035.0,63795.0,14575.0,15548.0,11848.0,10460.0,16258.0,5333.0,7684.0,5911.0,0,
36,10635.0,7074.0,10289.0,9229.0,21188.0,9080.0,16431.0,7297.0,7580.0,7094.0,18320.0,19415.0,17076.0,16049.0,4765.0,4516.0,96238.0,383530.0,56399.0,526973.0,3204.0,4806.0,56218.0,55950.0,63048.0,60599.0,12963.0,11634.0,11456.0,13942.0,13965.0,3790.0,6668.0,5308.0,0,
37,10822.0,11928.0,10573.0,7764.0,19077.0,7273.0,18393.0,26226.0,19621.0,14828.0,21347.0,19909.0,19675.0,21751.0,4977.0,2631.0,100379.0,373484.0,84774.0,618261.0,5555.0,5058.0,69809.0,68650.0,69401.0,66643.0,13937.0,15074.0,13708.0,14410.0,16430.0,4326.0,6754.0,6767.0,0,
38,10630.0,11928.0,12274.0,10011.0,20975.0,7508.0,20364.0,7770.0,7327.0,15455.0,17006.0,18156.0,19485.0,19400.0,4284.0,5178.0,105169.0,438566.0,72670.0,667556.0,4505.0,5060.0,67211.0,68650.0,67855.0,74151.0,13937.0,14311.0,16211.0,14918.0,16820.0,4696.0,6819.0,6277.0,0,
39,8864.0,9569.0,11317.0,8945.0,22322.0,8991.0,20364.0,11840.0,21170.0,10721.0,21597.0,20479.0,21992.0,15981.0,5745.0,5178.0,105279.0,336798.0,83069.0,594083.0,4024.0,5114.0,66229.0,72059.0,71638.0,63586.0,15323.0,13253.0,12612.0,12009.0,15208.0,5258.0,6706.0,8565.0,0,
40,10532.0,10280.0,11317.0,8437.0,21086.0,9136.0,23960.0,10893.0,21170.0,14561.0,21181.0,18129.0,16520.0,20616.0,3907.0,5659.0,117102.0,450567.0,82860.0,591408.0,4497.0,3955.0,74413.0,76889.0,70905.0,73456.0,17982.0,14962.0,13579.0,16685.0,16762.0,6326.0,6066.0,5030.0,0,
41,13624.0,9443.0,11793.0,8324.0,22436.0,9392.0,21091.0,13678.0,14915.0,7337.0,20877.0,25724.0,20808.0,19090.0,3907.0,5446.0,108628.0,362992.0,71577.0,649136.0,5354.0,5352.0,66217.0,68152.0,71349.0,63515.0,16709.0,18544.0,14894.0,15037.0,17636.0,6105.0,6283.0,5030.0,0,
42,11010.0,9841.0,11141.0,9861.0,24937.0,9522.0,20987.0,10891.0,12825.0,7472.0,19092.0,19313.0,19196.0,21475.0,2663.0,4448.0,115355.0,343709.0,86387.0,699297.0,3892.0,4766.0,67134.0,76692.0,71349.0,69215.0,14588.0,16703.0,16221.0,14956.0,19241.0,4853.0,6039.0,8179.0,0,
43,12859.0,9644.0,13430.0,9167.0,18731.0,8603.0,19662.0,20394.0,20255.0,9554.0,24227.0,23078.0,24923.0,19133.0,5408.0,6419.0,111070.0,368013.0,87118.0,694934.0,4513.0,5060.0,71052.0,70920.0,73426.0,70228.0,14066.0,15239.0,12353.0,16237.0,15578.0,5251.0,6424.0,5077.0,0,
44,10571.0,9833.0,8296.0,8149.0,23561.0,9688.0,23347.0,15721.0,13803.0,17504.0,20360.0,18433.0,19767.0,18998.0,5067.0,6419.0,104084.0,416459.0,86671.0,610528.0,4306.0,7182.0,67516.0,73471.0,75789.0,73385.0,16199.0,16866.0,13989.0,15576.0,17591.0,4334.0,5676.0,6847.0,0,
45,10113.0,11770.0,14938.0,8172.0,19978.0,9034.0,22356.0,10492.0,17926.0,17698.0,21956.0,19009.0,18893.0,19823.0,4666.0,5185.0,103766.0,404567.0,86740.0,614417.0,4761.0,4890.0,74110.0,70327.0,74579.0,65518.0,14938.0,18145.0,13461.0,13570.0,15649.0,5550.0,5171.0,6968.0,0,
46,10737.0,9026.0,10391.0,10749.0,21442.0,9029.0,23155.0,18279.0,21392.0,20186.0,23889.0,24197.0,17916.0,20542.0,5400.0,4117.0,126733.0,439618.0,81563.0,583586.0,5851.0,3911.0,67403.0,80159.0,79147.0,65944.0,16726.0,15522.0,16383.0,15819.0,16822.0,4548.0,5546.0,8632.0,0,
47,15672.0,10558.0,14009.0,8465.0,24421.0,6741.0,27067.0,17947.0,6179.0,8937.0,24114.0,21300.0,21956.0,22116.0,5129.0,3873.0,126733.0,443874.0,75729.0,736937.0,5366.0,3911.0,77729.0,91294.0,90895.0,82240.0,19525.0,15522.0,17898.0,18353.0,19245.0,5109.0,6854.0,6970.0,0,
48,11041.0,11464.0,13062.0,7810.0,24536.0,8188.0,22343.0,15185.0,10670.0,15764.0,27357.0,27445.0,19804.0,22875.0,4598.0,3211.0,126733.0,397351.0,89926.0,710056.0,3949.0,5133.0,69315.0,79892.0,88774.0,74006.0,15570.0,15577.0,17097.0,17358.0,17303.0,3230.0,5194.0,8111.0,0,
49,11041.0,9860.0,11056.0,9380.0,24536.0,8126.0,20491.0,17472.0,17184.0,10930.0,20457.0,27445.0,21209.0,18826.0,4878.0,3861.0,111793.0,348267.0,83084.0,682408.0,4361.0,4494.0,75260.0,80351.0,67804.0,67393.0,16699.0,14903.0,15398.0,13692.0,18316.0,5258.0,8383.0,4930.0,0,
50,14647.0,9860.0,13306.0,7909.0,23080.0,6645.0,20335.0,14243.0,19808.0,15936.0,25593.0,24526.0,20309.0,18565.0,7982.0,4598.0,111793.0,287180.0,83084.0,630946.0,5241.0,5757.0,62338.0,76979.0,81992.0,65914.0,14949.0,15209.0,14626.0,13374.0,16570.0,4556.0,5811.0,8163.0,0,
51,14677.0,9125.0,12948.0,6816.0,24648.0,7146.0,24239.0,12725.0,11936.0,11898.0,21397.0,25998.0,16470.0,17572.0,5050.0,4922.0,128286.0,350457.0,100899.0,555031.0,3903.0,6096.0,62799.0,79434.0,83941.0,64561.0,18871.0,16572.0,13400.0,14713.0,17968.0,4549.0,6669.0,7963.0,0,
52,14069.0,9431.0,13005.0,8740.0,21238.0,8520.0,22105.0,17579.0,12534.0,18689.0,24512.0,23319.0,14991.0,17180.0,7620.0,4929.0,132278.0,325868.0,94817.0,542708.0,1756.0,6472.0,69596.0,78799.0,80615.0,65535.0,18625.0,17617.0,14962.0,15614.0,15160.0,3345.0,6129.0,8468.0,0,
53,12764.0,10829.0,10879.0,8336.0,24216.0,8413.0,25071.0,16223.0,17096.0,14480.0,23504.0,21885.0,17131.0,19344.0,5630.0,5591.0,132278.0,325868.0,71779.0,467130.0,4182.0,5202.0,64910.0,73981.0,85899.0,67039.0,15119.0,16535.0,15212.0,13193.0,19333.0,2311.0,5842.0,7547.0,0,
54,14731.0,8935.0,14055.0,8495.0,27568.0,9715.0,26064.0,11820.0,17714.0,18666.0,26371.0,27714.0,21145.0,19565.0,3926.0,5572.0,148874.0,339459.0,71779.0,696535.0,5242.0,6981.0,76058.0,95174.0,93655.0,78748.0,18240.0,17612.0,14027.0,16180.0,18783.0,4040.0,5857.0,6666.0,0,
55,13010.0,7888.0,11098.0,8495.0,23404.0,9348.0,24852.0,11820.0,14646.0,10568.0,23633.0,26314.0,18116.0,17444.0,4839.0,3549.0,148874.0,321435.0,92234.0,626176.0,5708.0,2798.0,67685.0,92557.0,81109.0,70962.0,17242.0,15150.0,16092.0,15959.0,17862.0,5550.0,5963.0,8197.0,0,
56,13819.0,7888.0,13133.0,8280.0,24223.0,9302.0,20933.0,20067.0,14490.0,19559.0,23331.0,22597.0,20074.0,20709.0,6977.0,4011.0,143790.0,372452.0,81543.0,687444.0,5699.0,5734.0,76951.0,81505.0,84089.0,72630.0,17851.0,17360.0,15938.0,17353.0,18532.0,5174.0,6492.0,5890.0,0,
57,13994.0,11135.0,12626.0,9320.0,26237.0,9915.0,26015.0,8045.0,19042.0,13504.0,27413.0,30117.0,16414.0,17783.0,4434.0,3211.0,143790.0,380369.0,87835.0,551140.0,4174.0,4883.0,71679.0,87303.0,92771.0,73024.0,18204.0,17947.0,14900.0,13359.0,21186.0,6137.0,4837.0,9691.0,0,
58,15316.0,8500.0,13475.0,8314.0,27189.0,8017.0,23220.0,14523.0,7799.0,11654.0,23968.0,23247.0,20295.0,19865.0,5033.0,4091.0,164794.0,362335.0,92439.0,668643.0,5017.0,4949.0,79964.0,91006.0,88083.0,82291.0,15374.0,21395.0,15180.0,14944.0,19980.0,3349.0,5626.0,7528.0,0,
59,12693.0,10294.0,11983.0,8357.0,26081.0,10019.0,25457.0,22118.0,31717.0,15638.0,23968.0,29615.0,16905.0,20131.0,5808.0,4786.0,160948.0,372834.0,86049.0,540453.0,4133.0,4752.0,66818.0,82668.0,86433.0,70962.0,17047.0,17734.0,14347.0,13578.0,16734.0,7594.0,6458.0,6838.0,0,
60,16059.0,10885.0,15623.0,9438.0,27363.0,9137.0,23296.0,14833.0,15193.0,20239.0,27701.0,30465.0,20162.0,20167.0,4345.0,4023.0,160948.0,390326.0,114221.0,616458.0,4836.0,4919.0,76260.0,95477.0,103471.0,72900.0,20419.0,16236.0,16090.0,18082.0,18690.0,4807.0,6981.0,7209.0,0,
61,14911.0,11381.0,13092.0,10766.0,25491.0,8793.0,24890.0,22894.0,23219.0,12800.0,28079.0,25851.0,23230.0,19181.0,5569.0,4436.0,145171.0,405037.0,114221.0,671281.0,4836.0,3929.0,80928.0,93827.0,99734.0,77554.0,17393.0,20312.0,16185.0,14729.0,19306.0,5183.0,7209.0,7053.0,0,
62,13333.0,11117.0,14191.0,8097.0,23668.0,9219.0,23200.0,9840.0,17318.0,19753.0,26773.0,24841.0,18901.0,20369.0,4322.0,5004.0,150650.0,369641.0,96772.0,600857.0,4787.0,6481.0,73961.0,86281.0,84720.0,69886.0,15064.0,18252.0,14232.0,12696.0,20865.0,4476.0,7088.0,5940.0,0,
63,12773.0,8607.0,12568.0,10840.0,22146.0,10261.0,25868.0,26970.0,22342.0,14543.0,23258.0,24597.0,18775.0,22308.0,5025.0,4318.0,136042.0,425142.0,103371.0,700051.0,5449.0,6043.0,75079.0,88649.0,88968.0,73601.0,18535.0,18937.0,15544.0,16218.0,17123.0,4002.0,6649.0,6445.0,0,
64,15180.0,11057.0,15245.0,7476.0,23846.0,8513.0,24291.0,10299.0,12448.0,15469.0,31384.0,27458.0,16789.0,18916.0,3878.0,4760.0,151939.0,345020.0,114041.0,534592.0,3663.0,6007.0,71541.0,88649.0,89677.0,66902.0,14860.0,18566.0,15495.0,15222.0,18314.0,5339.0,5556.0,9241.0,0,
65,13397.0,8800.0,13292.0,8536.0,23341.0,6668.0,24406.0,12662.0,11548.0,14035.0,24979.0,25930.0,15129.0,19055.0,4070.0,2880.0,143023.0,329705.0,101872.0,564276.0,6028.0,5983.0,63982.0,79361.0,84043.0,67523.0,15583.0,15776.0,13557.0,14066.0,17578.0,5507.0,4805.0,7633.0,0,
66,13839.0,8881.0,15044.0,7851.0,24606.0,9787.0,24843.0,6751.0,16577.0,15848.0,21598.0,23702.0,19198.0,18887.0,6667.0,4185.0,150642.0,370456.0,103710.0,562328.0,6034.0,4678.0,71229.0,89824.0,89333.0,72869.0,17658.0,19570.0,14639.0,14213.0,19963.0,3921.0,6939.0,7387.0,0,
67,13483.0,9539.0,12695.0,8846.0,24842.0,9018.0,24843.0,22099.0,23332.0,17460.0,30017.0,27984.0,18056.0,20396.0,4578.0,4842.0,145289.0,418620.0,114323.0,567708.0,4666.0,5046.0,73387.0,91969.0,91501.0,76507.0,17658.0,19104.0,14775.0,15217.0,19425.0,3670.0,7407.0,8020.0,0,
68,13453.0,9539.0,14081.0,9179.0,26343.0,8304.0,27290.0,13505.0,23332.0,17460.0,26415.0,25146.0,20961.0,21080.0,4578.0,2880.0,146144.0,448249.0,116905.0,667629.0,5242.0,4014.0,81170.0,93649.0,97789.0,82169.0,19938.0,18488.0,14380.0,17207.0,19375.0,5150.0,7750.0,7682.0,0,
69,16822.0,9677.0,14081.0,9336.0,25445.0,8892.0,27107.0,22551.0,18624.0,12664.0,29946.0,29925.0,19573.0,21070.0,4583.0,3955.0,163550.0,430657.0,110325.0,704581.0,5189.0,5780.0,85981.0,88224.0,97789.0,77892.0,16353.0,17974.0,14318.0,16793.0,20455.0,3822.0,8183.0,7529.0,0,
70,14258.0,9368.0,15167.0,9024.0,23962.0,8030.0,27572.0,11086.0,16578.0,16139.0,24906.0,24340.0,16241.0,18653.0,5076.0,3361.0,153717.0,367158.0,129299.0,537039.0,4810.0,7421.0,68796.0,102255.0,92242.0,70430.0,19529.0,18381.0,14978.0,15927.0,19147.0,4522.0,6074.0,7529.0,0,
71,13862.0,10975.0,15757.0,9786.0,26481.0,9879.0,26288.0,23078.0,16474.0,17977.0,28594.0,29058.0,16296.0,17848.0,4615.0,4042.0,144128.0,397655.0,133302.0,571893.0,4110.0,5037.0,78328.0,94820.0,95794.0,70514.0,17999.0,17915.0,15181.0,15221.0,19216.0,5507.0,6022.0,8671.0,0,
72,14929.0,8604.0,13720.0,7411.0,26286.0,9983.0,24309.0,11618.0,16385.0,18724.0,29408.0,29997.0,19489.0,19830.0,5114.0,4940.0,154109.0,310620.0,133302.0,582979.0,4404.0,5735.0,79089.0,101976.0,100477.0,66146.0,17165.0,19247.0,14390.0,18150.0,18265.0,3414.0,5593.0,8941.0,0,
73,15881.0,8604.0,14437.0,10370.0,25661.0,9983.0,24726.0,11562.0,16837.0,8350.0,29054.0,27330.0,19493.0,19665.0,5857.0,3622.0,165614.0,310620.0,101412.0,686747.0,3768.0,5528.0,85743.0,90290.0,87017.0,76231.0,17839.0,18930.0,15838.0,15653.0,18699.0,5249.0,7849.0,6432.0,0,
74,14061.0,10124.0,19287.0,8478.0,25109.0,8546.0,23290.0,17677.0,18990.0,14454.0,26619.0,27820.0,20813.0,20030.0,4731.0,4523.0,159720.0,366287.0,118146.0,603774.0,3626.0,5528.0,76683.0,94445.0,86323.0,76160.0,18010.0,20168.0,15414.0,14080.0,19314.0,5249.0,5397.0,7830.0,0,
75,14061.0,8216.0,14077.0,7547.0,26928.0,8727.0,27339.0,19824.0,22041.0,9355.0,27139.0,25591.0,21800.0,22075.0,4222.0,5579.0,164285.0,338557.0,115413.0,693882.0,5175.0,3696.0,70197.0,96850.0,95913.0,70180.0,20280.0,20168.0,15442.0,15839.0,20242.0,3979.0,5397.0,6064.0,0,
76,16141.0,10384.0,16336.0,7371.0,25580.0,7768.0,27566.0,14480.0,14302.0,10247.0,31852.0,27674.0,22196.0,21252.0,5204.0,3779.0,164285.0,457580.0,109746.0,629716.0,3486.0,3329.0,84230.0,96088.0,103887.0,89071.0,21700.0,20118.0,16804.0,17230.0,18117.0,3979.0,5544.0,7218.0,0,
