index,172.20.1.203,172.20.2.221,172.20.1.202,172.20.2.233,172.20.1.213,172.20.2.231,172.20.1.214,172.20.1.204,172.20.1.205,172.20.2.222,172.20.1.217,172.20.1.216,172.20.2.236,172.20.2.232,172.20.1.206,172.20.2.223,172.20.2.237,172.20.1.218,172.20.2.234,172.20.1.222,172.20.2.224,172.20.1.207,172.20.2.238,172.20.1.221,172.20.1.220,172.20.2.235,172.20.1.208,172.20.1.209,172.20.2.229,172.20.2.225,172.20.2.239,172.20.1.219,172.20.2.230,172.20.1.212,label,target
1386,9985.0,8016.0,10637.0,8381.0,19388.0,7117.0,16393.0,18017.0,17064.0,16188.0,18318.0,19919.0,15414.0,14225.0,6276.0,3692.0,88232.0,282755.0,72001.0,391884.0,3975.0,5735.0,50441.0,59290.0,54729.0,52177.0,16496.0,11947.0,10469.0,8627.0,13092.0,4817.0,6897.0,7442.0,0,
1387,11731.0,6954.0,11049.0,5535.0,19388.0,6936.0,17300.0,8399.0,8451.0,10923.0,18795.0,17768.0,11033.0,9106.0,3102.0,5072.0,95103.0,228477.0,68004.0,203860.0,3080.0,4764.0,37224.0,59194.0,55411.0,37068.0,10526.0,15506.0,9063.0,9397.0,13935.0,4362.0,4610.0,7656.0,0,
1388,10226.0,6663.0,9803.0,6958.0,13589.0,6046.0,14460.0,8399.0,5430.0,8464.0,14953.0,15126.0,14720.0,14933.0,5770.0,3673.0,70135.0,313631.0,64807.0,293501.0,3080.0,5555.0,46938.0,51338.0,49317.0,49090.0,12647.0,12638.0,11859.0,11384.0,11805.0,5772.0,5850.0,5315.0,0,
1389,10516.0,7841.0,8936.0,6926.0,13589.0,7203.0,14654.0,9585.0,11241.0,7049.0,15144.0,15775.0,13874.0,10988.0,5770.0,4504.0,74135.0,296085.0,68178.0,217065.0,4024.0,4453.0,38183.0,46051.0,49025.0,42491.0,10995.0,10690.0,7097.0,11384.0,12045.0,5415.0,4026.0,5521.0,0,
1390,9868.0,6929.0,8029.0,5774.0,17183.0,5000.0,14654.0,12076.0,10866.0,7476.0,17578.0,18943.0,9869.0,8750.0,3453.0,2068.0,72885.0,226555.0,69145.0,130391.0,3817.0,4453.0,36541.0,46645.0,47375.0,35356.0,11223.0,12007.0,8073.0,4812.0,8746.0,4437.0,5672.0,8091.0,0,
1391,9776.0,6392.0,8048.0,6317.0,12019.0,4834.0,15723.0,7516.0,10866.0,7806.0,13425.0,12831.0,11790.0,11317.0,4803.0,5241.0,66998.0,293172.0,43717.0,172885.0,3874.0,2946.0,35713.0,41371.0,43998.0,36721.0,10504.0,9039.0,7910.0,4812.0,12860.0,4918.0,5917.0,5933.0,0,
1392,7503.0,7271.0,8835.0,4554.0,17018.0,4992.0,15723.0,14051.0,5551.0,11694.0,14844.0,18219.0,7541.0,9271.0,4321.0,3042.0,64357.0,195483.0,52051.0,138105.0,4960.0,2946.0,29408.0,45390.0,39238.0,31856.0,11099.0,9838.0,8122.0,8765.0,12204.0,7045.0,3604.0,6794.0,0,
1393,7893.0,3309.0,8835.0,5782.0,14541.0,4759.0,13049.0,8131.0,8925.0,9782.0,14367.0,13963.0,9842.0,7278.0,3102.0,4519.0,71066.0,146117.0,53267.0,124450.0,2723.0,4163.0,29408.0,41818.0,42361.0,31856.0,11274.0,10101.0,8669.0,6961.0,8775.0,5144.0,3604.0,6704.0,0,
1394,9646.0,5936.0,8360.0,3996.0,13874.0,5809.0,13049.0,9795.0,8925.0,3816.0,16923.0,16521.0,5364.0,6691.0,4881.0,3448.0,73924.0,100556.0,45644.0,5630.0,3693.0,5688.0,10607.0,37904.0,40153.0,21220.0,9264.0,10762.0,7122.0,7542.0,8775.0,4337.0,4386.0,4649.0,0,
1395,9365.0,3750.0,8406.0,4503.0,10448.0,3084.0,9896.0,6624.0,6733.0,8584.0,13403.0,10767.0,6129.0,8084.0,5022.0,4422.0,65555.0,97755.0,35347.0,6354.0,4091.0,4042.0,10607.0,33176.0,33027.0,21220.0,9264.0,9886.0,7122.0,7474.0,7621.0,3672.0,4203.0,7053.0,0,
1396,9365.0,5199.0,6734.0,4029.0,9258.0,3122.0,9896.0,12071.0,11383.0,3685.0,12238.0,10767.0,5737.0,5385.0,6219.0,3692.0,50878.0,71481.0,40771.0,4957.0,3693.0,4852.0,17151.0,30215.0,33027.0,11793.0,5631.0,9886.0,4519.0,5398.0,9368.0,4990.0,3482.0,6323.0,0,
1397,7056.0,5377.0,9913.0,4504.0,9893.0,6306.0,9896.0,12071.0,9489.0,3760.0,8931.0,10767.0,6742.0,6894.0,4145.0,5072.0,51565.0,144798.0,40771.0,5712.0,2749.0,5001.0,9758.0,28759.0,33027.0,11793.0,5631.0,8398.0,4519.0,7065.0,9368.0,5513.0,4273.0,5691.0,0,
1398,7056.0,4339.0,9913.0,3450.0,8659.0,4997.0,6147.0,3304.0,5144.0,14323.0,8931.0,4771.0,4126.0,6484.0,5684.0,2873.0,33312.0,162336.0,3354.0,5742.0,3023.0,3466.0,17639.0,28759.0,9336.0,14350.0,6887.0,8398.0,4288.0,5597.0,6176.0,5174.0,3716.0,7231.0,0,
1399,5618.0,5062.0,4433.0,5232.0,7330.0,4997.0,6147.0,3304.0,6024.0,5490.0,4969.0,4771.0,5064.0,6888.0,4339.0,4091.0,19508.0,132556.0,3354.0,7292.0,3204.0,4520.0,11682.0,9610.0,9336.0,11398.0,3645.0,7397.0,6065.0,4828.0,6176.0,3001.0,2948.0,4445.0,0,
1400,6402.0,4272.0,4433.0,4239.0,8305.0,2467.0,6147.0,10440.0,6024.0,3204.0,8293.0,4771.0,4126.0,5451.0,5293.0,4516.0,27706.0,36684.0,3941.0,4965.0,3204.0,5292.0,11682.0,9610.0,9336.0,11398.0,4838.0,7607.0,6065.0,4828.0,6176.0,3708.0,3935.0,7199.0,0,
1401,7486.0,4091.0,4888.0,5896.0,4422.0,2467.0,4138.0,4748.0,4347.0,3279.0,8293.0,4211.0,4347.0,5451.0,4226.0,2467.0,27706.0,36684.0,4422.0,5519.0,4166.0,7976.0,4016.0,3555.0,6806.0,1880.0,5544.0,7607.0,6065.0,1549.0,4900.0,4529.0,3354.0,4852.0,0,
1402,3890.0,4016.0,4889.0,4091.0,5284.0,4753.0,4999.0,4748.0,3882.0,3685.0,4327.0,4211.0,4934.0,1880.0,5143.0,4753.0,3429.0,4110.0,4903.0,5004.0,3354.0,3784.0,4016.0,3555.0,6806.0,1880.0,5544.0,5468.0,3610.0,4241.0,4900.0,5319.0,3760.0,3966.0,0,
1403,4708.0,1880.0,4889.0,2467.0,4765.0,5640.0,4999.0,3514.0,3882.0,4347.0,4327.0,4373.0,3941.0,5971.0,8522.0,3279.0,5159.0,6633.0,4347.0,4228.0,2948.0,3717.0,4016.0,3819.0,3957.0,4528.0,4006.0,5468.0,3610.0,4166.0,4931.0,6401.0,5084.0,6132.0,0,
1404,5862.0,4166.0,3513.0,5159.0,4183.0,3279.0,5684.0,3514.0,4956.0,3204.0,6291.0,4688.0,5971.0,4753.0,5414.0,4422.0,13645.0,5583.0,3279.0,6027.0,2948.0,5542.0,2873.0,10782.0,6326.0,5766.0,4853.0,1852.0,5564.0,2948.0,4931.0,6401.0,5084.0,3931.0,0,
1405,5340.0,5124.0,4251.0,3685.0,6022.0,4666.0,6028.0,4521.0,4956.0,4347.0,7856.0,4688.0,5418.0,5651.0,5469.0,3760.0,29982.0,36079.0,4753.0,4417.0,2136.0,4813.0,9703.0,10782.0,13708.0,7291.0,5141.0,7463.0,5146.0,3917.0,5486.0,6967.0,2542.0,4844.0,0,
1406,5933.0,5991.0,7236.0,5339.0,5996.0,5678.0,6866.0,4882.0,3647.0,2542.0,8200.0,6577.0,4804.0,5262.0,4069.0,3760.0,23333.0,132004.0,4422.0,6067.0,3760.0,3184.0,13369.0,12110.0,14141.0,11811.0,7507.0,5680.0,5317.0,6267.0,5486.0,4550.0,4091.0,4252.0,0,
1407,6209.0,3871.0,6206.0,5387.0,7494.0,5983.0,6866.0,9682.0,3647.0,9822.0,9394.0,9138.0,6262.0,5213.0,4739.0,4091.0,54335.0,150400.0,3279.0,7095.0,3204.0,6315.0,17078.0,12110.0,21051.0,13005.0,8002.0,7778.0,6508.0,6257.0,5267.0,4116.0,4091.0,7264.0,0,
1408,7206.0,3948.0,5279.0,3600.0,7101.0,5548.0,6428.0,8154.0,3846.0,4347.0,9693.0,9138.0,5564.0,5192.0,4446.0,3279.0,53054.0,107536.0,3279.0,5004.0,3411.0,4677.0,15825.0,18095.0,21225.0,14378.0,6685.0,8548.0,3558.0,5545.0,5811.0,5785.0,4544.0,5349.0,0,
1409,6891.0,4649.0,6557.0,3781.0,10585.0,3682.0,6428.0,2965.0,11156.0,4166.0,9289.0,7770.0,6142.0,6490.0,4596.0,4185.0,45480.0,134655.0,28330.0,5370.0,4148.0,4732.0,16933.0,21369.0,24864.0,13343.0,7496.0,6328.0,6594.0,6989.0,9013.0,4807.0,4293.0,3734.0,0,
1410,7732.0,7287.0,6214.0,4025.0,9559.0,5828.0,6028.0,5064.0,11156.0,4166.0,12429.0,10554.0,5092.0,3905.0,5522.0,4197.0,47735.0,121538.0,28256.0,6403.0,4497.0,5344.0,15480.0,22435.0,24864.0,15926.0,7797.0,7509.0,5392.0,4291.0,6546.0,6465.0,3501.0,6346.0,0,
1411,7444.0,4409.0,7664.0,3530.0,9689.0,3617.0,6028.0,6526.0,4557.0,4753.0,10432.0,10328.0,6212.0,5948.0,4219.0,4260.0,43204.0,99361.0,43268.0,3529.0,4016.0,5995.0,15608.0,27889.0,30163.0,13849.0,8161.0,7945.0,3881.0,5577.0,7949.0,4152.0,4273.0,5460.0,0,
1412,5967.0,4900.0,7754.0,5884.0,9335.0,5963.0,8724.0,12266.0,10352.0,3941.0,8919.0,13379.0,7270.0,7732.0,4219.0,2955.0,51197.0,184193.0,43637.0,4954.0,4016.0,4927.0,19492.0,31718.0,34606.0,20341.0,9365.0,9062.0,5820.0,6638.0,7949.0,5115.0,5116.0,5460.0,0,
1413,6689.0,5314.0,8151.0,5818.0,8703.0,5592.0,10777.0,5733.0,8197.0,7305.0,15428.0,14043.0,7481.0,5526.0,4691.0,3204.0,61539.0,118327.0,38834.0,107723.0,2948.0,4953.0,14189.0,34468.0,38059.0,20159.0,8667.0,10433.0,7779.0,6727.0,7911.0,4448.0,3541.0,3991.0,0,
1414,8680.0,4641.0,8705.0,5559.0,13151.0,4025.0,10864.0,9870.0,16342.0,3610.0,12881.0,16596.0,8407.0,8941.0,6062.0,4666.0,59794.0,152209.0,55144.0,45423.0,3212.0,4041.0,19540.0,37885.0,37879.0,19928.0,7823.0,9798.0,5332.0,6474.0,11169.0,3339.0,5342.0,3991.0,0,
1415,8778.0,5791.0,9120.0,4755.0,11759.0,6260.0,10864.0,9870.0,8615.0,3941.0,11437.0,14152.0,5886.0,6888.0,6062.0,3854.0,64996.0,165425.0,48904.0,92642.0,1200.0,6218.0,30895.0,38489.0,42749.0,24475.0,10283.0,9852.0,6480.0,6181.0,8172.0,6503.0,3755.0,5796.0,0,
1416,7666.0,7025.0,7158.0,4614.0,11759.0,5324.0,11498.0,4363.0,7896.0,6581.0,17196.0,14988.0,12381.0,11101.0,5613.0,2873.0,70299.0,216660.0,48329.0,125894.0,3155.0,6218.0,28036.0,37033.0,36486.0,25782.0,10327.0,9125.0,6580.0,7896.0,10134.0,4334.0,3487.0,9101.0,0,
1417,8519.0,5982.0,8556.0,5326.0,15547.0,5470.0,14122.0,14066.0,3710.0,4016.0,14352.0,13986.0,10584.0,9004.0,3932.0,3685.0,79117.0,216660.0,42624.0,117862.0,4042.0,5114.0,34106.0,48557.0,47482.0,34679.0,10395.0,9149.0,7703.0,8268.0,10662.0,6177.0,3487.0,6615.0,0,
1418,10013.0,6360.0,8405.0,7226.0,15547.0,5393.0,15274.0,6446.0,17544.0,11960.0,15751.0,17202.0,10644.0,8221.0,5764.0,3192.0,82303.0,311146.0,52790.0,117769.0,2729.0,3329.0,33400.0,49684.0,41236.0,41036.0,11909.0,11714.0,7949.0,9441.0,11949.0,6724.0,5626.0,5062.0,0,
1419,11016.0,5698.0,8405.0,5701.0,15454.0,6189.0,15274.0,13781.0,9808.0,11574.0,15319.0,15204.0,10317.0,12921.0,3759.0,4185.0,63155.0,244892.0,52790.0,153544.0,4430.0,3329.0,34214.0,49285.0,51993.0,34540.0,12368.0,11308.0,7949.0,9990.0,12279.0,4632.0,5261.0,8539.0,0,
1420,9730.0,6332.0,9383.0,5846.0,11981.0,6045.0,14390.0,12188.0,9854.0,11011.0,17851.0,16931.0,11468.0,10351.0,4832.0,3873.0,65546.0,211142.0,76458.0,183266.0,4174.0,4545.0,35660.0,45229.0,50090.0,35609.0,10521.0,12427.0,8720.0,8192.0,10319.0,4664.0,2716.0,5824.0,0,
1421,8709.0,5995.0,9383.0,6066.0,13678.0,7036.0,17338.0,12435.0,9854.0,9416.0,17682.0,17780.0,8597.0,13902.0,4907.0,3692.0,77705.0,280573.0,67731.0,268972.0,4686.0,4545.0,41490.0,51348.0,47950.0,42023.0,10521.0,11891.0,8253.0,9485.0,12148.0,6070.0,6204.0,7581.0,0,
1422,8709.0,5699.0,7322.0,5580.0,16639.0,6255.0,16642.0,4915.0,12167.0,11306.0,16163.0,15984.0,12149.0,11205.0,3911.0,3929.0,79734.0,213807.0,58544.0,202808.0,2542.0,5908.0,37279.0,49711.0,50783.0,40157.0,11235.0,11793.0,7929.0,8405.0,11852.0,3597.0,4262.0,4854.0,0,
1423,9535.0,6562.0,10582.0,5899.0,15623.0,6382.0,14477.0,20956.0,18175.0,7026.0,20171.0,15984.0,10311.0,13130.0,5738.0,3711.0,79734.0,261004.0,57023.0,266044.0,5039.0,5515.0,42165.0,56228.0,53400.0,44054.0,11235.0,11265.0,10617.0,8395.0,12527.0,4474.0,4262.0,6515.0,0,
1424,9535.0,5421.0,9899.0,6153.0,18432.0,5180.0,15124.0,2678.0,10004.0,8257.0,17903.0,14720.0,10235.0,11266.0,3522.0,4922.0,91727.0,223469.0,62690.0,243327.0,4016.0,4844.0,36937.0,53767.0,51177.0,46123.0,11563.0,11133.0,9615.0,9271.0,12372.0,4326.0,5192.0,6116.0,0,
1425,11274.0,6015.0,11080.0,6062.0,16453.0,6829.0,15933.0,16511.0,7717.0,11362.0,20188.0,19826.0,10235.0,15673.0,5021.0,2711.0,100730.0,334937.0,69192.0,289254.0,4099.0,4541.0,46957.0,59429.0,63005.0,41136.0,15244.0,12047.0,8247.0,9593.0,12249.0,3830.0,4955.0,6573.0,0,
1426,12042.0,9179.0,10904.0,6399.0,17309.0,6205.0,17511.0,4782.0,6336.0,9004.0,19964.0,19965.0,9968.0,11810.0,5095.0,2711.0,103590.0,261076.0,71251.0,337170.0,4016.0,6238.0,50434.0,66178.0,66597.0,48808.0,14518.0,14904.0,10344.0,11503.0,14378.0,2972.0,5152.0,7611.0,0,
1427,6884.0,6490.0,10183.0,6748.0,15202.0,7886.0,14248.0,14072.0,14755.0,11667.0,17715.0,16219.0,15634.0,15119.0,5820.0,4448.0,91120.0,246739.0,49533.0,414689.0,4415.0,5674.0,45784.0,48230.0,50406.0,44913.0,12486.0,14904.0,9262.0,10036.0,12209.0,4768.0,4347.0,7009.0,0,
1428,10663.0,7585.0,8554.0,7155.0,18715.0,7670.0,18384.0,16234.0,4300.0,7515.0,19730.0,18510.0,15410.0,12903.0,5909.0,2892.0,87848.0,223595.0,82106.0,454603.0,5167.0,5943.0,49742.0,64268.0,64717.0,49173.0,12486.0,13899.0,12183.0,10036.0,13806.0,6361.0,6844.0,4491.0,0,
1429,11023.0,7701.0,9915.0,7155.0,16305.0,5887.0,19296.0,14506.0,19351.0,10981.0,19730.0,20314.0,18156.0,17787.0,4958.0,2892.0,89169.0,249342.0,84733.0,506454.0,5167.0,3952.0,49341.0,64268.0,62047.0,49318.0,12181.0,13201.0,12183.0,10130.0,13526.0,5664.0,6844.0,6914.0,0,
1430,8664.0,6516.0,8165.0,7907.0,20221.0,7220.0,18795.0,21667.0,8923.0,10981.0,17553.0,17540.0,15509.0,14507.0,5353.0,5241.0,89169.0,301391.0,59854.0,512148.0,5196.0,5010.0,54406.0,65131.0,52762.0,59057.0,14337.0,12476.0,10971.0,11882.0,16713.0,6748.0,6406.0,8601.0,0,
1431,9045.0,8927.0,11270.0,7907.0,18673.0,7038.0,18008.0,3327.0,12817.0,12863.0,18055.0,16858.0,18074.0,17571.0,3610.0,3448.0,89012.0,357025.0,62145.0,492049.0,3054.0,4802.0,55873.0,59871.0,59914.0,60128.0,12581.0,11559.0,10971.0,13361.0,15048.0,4114.0,6128.0,6086.0,0,
1432,12261.0,8105.0,9659.0,7128.0,21126.0,8605.0,22104.0,16503.0,18259.0,11241.0,19397.0,19070.0,18074.0,17571.0,5019.0,4598.0,88039.0,432633.0,65598.0,492049.0,3054.0,5895.0,58886.0,62566.0,62421.0,60986.0,12145.0,12769.0,12093.0,12519.0,15048.0,4114.0,6172.0,6806.0,0,
1433,10980.0,9675.0,11382.0,7953.0,19686.0,8605.0,18831.0,18022.0,7584.0,10917.0,14957.0,15404.0,18735.0,16415.0,3131.0,4354.0,95083.0,414581.0,65031.0,484961.0,5167.0,6306.0,64669.0,59969.0,62140.0,60986.0,12269.0,13764.0,12275.0,12519.0,13865.0,4670.0,7005.0,5399.0,0,
1434,12933.0,9854.0,9732.0,7968.0,20393.0,7228.0,18520.0,15624.0,14463.0,10917.0,24755.0,20848.0,16979.0,16415.0,4854.0,3617.0,105601.0,364398.0,86634.0,500137.0,3569.0,4772.0,61762.0,69439.0,67096.0,52372.0,14102.0,14803.0,11324.0,12480.0,14598.0,4251.0,6204.0,7303.0,0,
1435,8604.0,9854.0,11494.0,8617.0,17391.0,7228.0,16721.0,7854.0,16527.0,16642.0,17750.0,17613.0,17204.0,14371.0,4591.0,4173.0,86475.0,361523.0,71798.0,414935.0,4148.0,4580.0,59337.0,58165.0,62510.0,52855.0,14657.0,10910.0,14404.0,11546.0,13094.0,5846.0,5911.0,7800.0,0,
1436,10185.0,8846.0,8451.0,7071.0,22234.0,7052.0,23579.0,11804.0,16034.0,7358.0,20043.0,18681.0,16789.0,18681.0,4977.0,4042.0,90256.0,349325.0,83180.0,555381.0,3742.0,5088.0,57385.0,71326.0,68967.0,59627.0,13198.0,12690.0,13804.0,11632.0,16777.0,5663.0,6918.0,7819.0,0,
1437,12469.0,10342.0,11260.0,8634.0,20333.0,7052.0,20455.0,7580.0,13349.0,12261.0,21274.0,18777.0,18279.0,16650.0,4700.0,2380.0,90110.0,435511.0,89491.0,473271.0,4361.0,4507.0,59635.0,67174.0,68772.0,61882.0,14925.0,13033.0,14461.0,12956.0,15397.0,3144.0,6223.0,4698.0,0,
1438,10591.0,10342.0,10271.0,8594.0,20743.0,9019.0,20377.0,13229.0,17972.0,11023.0,21384.0,20726.0,19952.0,20587.0,3363.0,3218.0,95420.0,446863.0,89491.0,579337.0,3644.0,3757.0,73086.0,67871.0,69549.0,61882.0,18205.0,13704.0,12253.0,13483.0,16893.0,5956.0,6131.0,8488.0,0,
1439,10108.0,9551.0,12623.0,8487.0,22209.0,7914.0,19785.0,8412.0,17671.0,16447.0,20615.0,18965.0,15611.0,15264.0,4373.0,5324.0,91147.0,512820.0,93311.0,402932.0,3569.0,5428.0,65883.0,66877.0,69165.0,67617.0,12683.0,17627.0,15040.0,13483.0,15153.0,4378.0,4669.0,8488.0,0,
1440,11464.0,11047.0,12783.0,7211.0,17669.0,8961.0,26055.0,12812.0,11645.0,16331.0,20849.0,20436.0,21115.0,19382.0,4604.0,4598.0,95716.0,500659.0,85736.0,605887.0,5061.0,4981.0,70271.0,62801.0,66018.0,70814.0,15160.0,12420.0,13438.0,10836.0,16797.0,3636.0,6340.0,5569.0,0,
1441,9882.0,10660.0,9304.0,9509.0,22965.0,7828.0,20437.0,11755.0,8876.0,15535.0,18442.0,18520.0,21115.0,21073.0,4604.0,3854.0,75556.0,470726.0,87791.0,605887.0,4433.0,5564.0,67973.0,60544.0,57664.0,68115.0,14715.0,15522.0,13144.0,13548.0,17555.0,4740.0,5793.0,9541.0,0,
1442,14130.0,8289.0,13191.0,7920.0,22965.0,8050.0,19843.0,15587.0,14187.0,13841.0,26485.0,21009.0,18114.0,17781.0,5239.0,4835.0,104405.0,522794.0,98977.0,418244.0,5498.0,4093.0,62685.0,80654.0,71646.0,64923.0,15465.0,15279.0,13576.0,15615.0,16094.0,5028.0,6484.0,9541.0,0,
1443,11870.0,8289.0,11581.0,7553.0,21805.0,7856.0,19843.0,19453.0,12931.0,17867.0,21963.0,20951.0,18861.0,18001.0,5051.0,5335.0,105267.0,438510.0,94393.0,562257.0,3365.0,4535.0,72071.0,74368.0,71487.0,65009.0,15473.0,16070.0,13144.0,15742.0,16561.0,3551.0,6158.0,7891.0,0,
1444,13056.0,9162.0,12691.0,8360.0,25133.0,7841.0,23347.0,17598.0,24060.0,17867.0,23177.0,27056.0,18861.0,19184.0,5744.0,3896.0,105267.0,438510.0,91713.0,475194.0,4438.0,4535.0,72071.0,84110.0,86920.0,65009.0,17734.0,16962.0,13144.0,15644.0,18586.0,4417.0,6115.0,9477.0,0,
1445,11542.0,8493.0,10331.0,8829.0,21056.0,8192.0,22988.0,13008.0,17383.0,16103.0,22678.0,19536.0,18998.0,19835.0,5546.0,3861.0,104909.0,515961.0,80449.0,512193.0,2757.0,5516.0,66527.0,75422.0,72693.0,73678.0,14157.0,16683.0,14815.0,14184.0,16334.0,6514.0,7351.0,7089.0,0,
1446,12379.0,10869.0,12004.0,8523.0,20410.0,9453.0,22265.0,15575.0,17551.0,8600.0,22080.0,18570.0,19839.0,19462.0,4028.0,4910.0,118304.0,453362.0,87317.0,482718.0,5118.0,5516.0,64988.0,70130.0,69437.0,67492.0,15961.0,14982.0,13990.0,14273.0,16428.0,3883.0,5898.0,7668.0,0,
1447,10380.0,10869.0,12004.0,8140.0,22610.0,8191.0,21036.0,20036.0,16892.0,13364.0,19449.0,24114.0,19839.0,22260.0,4809.0,5429.0,107911.0,497683.0,96695.0,482718.0,4430.0,4607.0,64988.0,78131.0,71838.0,74651.0,15450.0,13905.0,14664.0,13080.0,18691.0,4925.0,7990.0,4972.0,0,
1448,13905.0,11196.0,10906.0,7907.0,25371.0,6995.0,24792.0,22491.0,19417.0,13469.0,23902.0,24114.0,18909.0,17369.0,4902.0,3880.0,96693.0,448947.0,107747.0,552107.0,4430.0,5282.0,73330.0,78374.0,80411.0,72838.0,15792.0,15715.0,16179.0,14309.0,17869.0,4596.0,7009.0,8545.0,0,
1449,13021.0,9461.0,11651.0,7107.0,22324.0,9180.0,24723.0,18021.0,20374.0,15613.0,20562.0,24960.0,18909.0,17369.0,4313.0,4192.0,115590.0,551933.0,107747.0,520969.0,2550.0,5282.0,78133.0,82012.0,84609.0,80109.0,21123.0,15994.0,16179.0,13163.0,18045.0,4223.0,5689.0,7609.0,0,
1450,13021.0,8830.0,14735.0,7107.0,23777.0,7638.0,22689.0,14302.0,17418.0,11510.0,28061.0,28887.0,13935.0,15489.0,4801.0,4846.0,115590.0,499155.0,105945.0,418556.0,2550.0,4049.0,69794.0,81176.0,82640.0,80109.0,16489.0,16397.0,15771.0,15702.0,17615.0,4522.0,7345.0,8510.0,0,
1451,13087.0,9160.0,11304.0,8149.0,21806.0,6493.0,22771.0,7371.0,12089.0,12699.0,21341.0,24255.0,19587.0,17883.0,4983.0,4846.0,111437.0,488801.0,101127.0,435690.0,5317.0,5208.0,61627.0,78285.0,81810.0,63391.0,16489.0,15147.0,12728.0,16364.0,15489.0,4325.0,6148.0,6475.0,0,
1452,11287.0,9621.0,12206.0,8037.0,24655.0,6493.0,24668.0,20111.0,9895.0,16416.0,21580.0,24806.0,22245.0,17883.0,5945.0,3136.0,109660.0,585400.0,105741.0,435690.0,4298.0,4571.0,81126.0,80375.0,86064.0,63391.0,16383.0,17457.0,15942.0,15994.0,19890.0,3010.0,6148.0,8207.0,0,
1453,13186.0,11172.0,14257.0,10154.0,22252.0,10300.0,24895.0,16577.0,14729.0,18365.0,23618.0,20831.0,19049.0,21190.0,5116.0,4279.0,108318.0,538879.0,96704.0,619786.0,3569.0,5896.0,74887.0,79085.0,70911.0,76033.0,17520.0,15411.0,14809.0,15343.0,17473.0,4595.0,7790.0,7480.0,0,
1454,11860.0,11526.0,10846.0,8761.0,24051.0,10300.0,24067.0,20542.0,21933.0,18997.0,20910.0,24099.0,19049.0,23320.0,4884.0,4767.0,114577.0,597179.0,96704.0,624305.0,4363.0,5009.0,80971.0,88458.0,81346.0,76033.0,15831.0,15411.0,15282.0,15343.0,19421.0,5469.0,8095.0,8003.0,0,
1455,11127.0,10719.0,13986.0,8761.0,24394.0,8855.0,24587.0,14259.0,13578.0,18616.0,20910.0,24179.0,19215.0,16082.0,8049.0,4610.0,112982.0,421950.0,98314.0,633523.0,5366.0,4039.0,78020.0,81723.0,79585.0,71083.0,15777.0,14796.0,15097.0,14578.0,19208.0,5219.0,6085.0,9095.0,0,
1456,12856.0,11291.0,12795.0,8159.0,25336.0,8924.0,24615.0,22171.0,14363.0,12572.0,20910.0,24099.0,19215.0,24005.0,5013.0,4673.0,99266.0,421950.0,98314.0,608349.0,5043.0,4471.0,80084.0,81844.0,84009.0,80871.0,15756.0,18984.0,15882.0,14578.0,18137.0,5663.0,5969.0,6188.0,0,
1457,13614.0,11065.0,13471.0,9139.0,23181.0,9557.0,24474.0,10913.0,15480.0,16894.0,20597.0,20818.0,20294.0,18410.0,6342.0,3211.0,113867.0,464750.0,98678.0,608349.0,4968.0,5174.0,80084.0,73493.0,83722.0,80871.0,17796.0,16887.0,17187.0,17340.0,17039.0,3493.0,7871.0,6315.0,0,
1458,9121.0,9820.0,10151.0,7776.0,21413.0,8105.0,22190.0,15794.0,11476.0,20339.0,20597.0,24464.0,22668.0,22737.0,3771.0,4361.0,99577.0,481346.0,107290.0,593202.0,3313.0,4762.0,69627.0,73493.0,75291.0,65320.0,14689.0,16335.0,13816.0,11662.0,20241.0,5071.0,7871.0,9086.0,0,
1459,12677.0,8612.0,15097.0,10240.0,24525.0,8105.0,22802.0,7854.0,14243.0,11066.0,22480.0,21668.0,20395.0,17384.0,4587.0,4847.0,104636.0,493943.0,106655.0,688418.0,4105.0,5154.0,76020.0,83313.0,77188.0,80133.0,17040.0,18015.0,17071.0,15771.0,16940.0,5071.0,5239.0,6007.0,0,
1460,12327.0,8612.0,12376.0,10240.0,25156.0,9781.0,23648.0,21862.0,22269.0,11066.0,26295.0,26753.0,20395.0,17384.0,6000.0,4124.0,120311.0,578397.0,110907.0,679756.0,5524.0,5332.0,80444.0,82246.0,77188.0,80133.0,16617.0,16657.0,16834.0,14839.0,20865.0,4401.0,7166.0,8973.0,0,
1461,14658.0,7679.0,12440.0,10101.0,27222.0,8327.0,25459.0,16045.0,8629.0,15065.0,24745.0,24491.0,22436.0,20516.0,6199.0,4124.0,128676.0,558746.0,111694.0,649590.0,4562.0,4385.0,80444.0,96168.0,91645.0,68163.0,18638.0,20601.0,16627.0,16977.0,18794.0,4401.0,7035.0,6864.0,0,
1462,14706.0,10746.0,12840.0,9209.0,21584.0,8192.0,20538.0,17544.0,16776.0,7744.0,26876.0,22792.0,21730.0,20004.0,4031.0,3711.0,130776.0,451728.0,98728.0,582521.0,4501.0,4902.0,71114.0,88346.0,83539.0,68163.0,14055.0,17042.0,16476.0,16824.0,17003.0,4621.0,5161.0,8949.0,0,
