,Reconstruction_error,True_class
0,-3.05549955368042,0
1,-2.5924758911132812,0
2,-2.274531046549479,0
3,-3.230240046977997,0
4,1.4617719173431396,0
5,5.729297876358032,0
6,33.77476139068604,0
7,-0.20717086791992187,0
8,-0.4932671546936035,0
9,0.762991750240326,0
10,-1.9832240343093872,0
11,7.256200170516967,0
12,-1.2253564119338989,0
13,-0.1605754792690277,0
14,-1.5334015369415284,0
15,0.4067784667015076,0
16,-0.9902238011360168,0
17,-0.17701834440231323,0
18,3.467191517353058,0
19,-2.067979645729065,0
20,2.2877667248249054,0
21,0.8432402968406677,0
22,0.24973804950714112,0
23,-1.903358554840088,0
24,4.299403738975525,0
25,-0.2633602738380432,0
26,-0.7967905044555664,0
27,-0.19591000080108642,0
28,0.2078701972961426,0
29,-3.0733900666236877,0
30,-3.398085904121399,0
31,-2.0784348487854003,0
32,-3.503172016143799,0
33,-3.5076961278915406,0
34,3.2928008317947386,0
35,-2.7537437438964845,0
36,-3.0020078659057616,0
37,-3.2983607769012453,0
38,2.817649245262146,0
39,-2.5146600723266603,0
40,-3.747699815034866,0
41,-4.217829656600952,0
42,-4.507202529907227,0
43,-3.0967472076416014,0
44,0.9153376042842865,0
45,-3.570107936859131,0
46,-3.8626600742340087,0
47,-4.152669095993042,0
48,2.068926191329956,0
49,-4.7515020847320555,0
50,-4.120734405517578,0
51,-2.9757995128631594,0
52,-4.3185032367706295,0
53,-2.6287647008895876,0
54,-3.8851595401763914,0
55,-1.9182318687438964,0
56,-4.026325988769531,0
57,-3.444864809513092,0
58,0.9981006622314453,0
59,-2.7999109506607054,0
60,-3.299231243133545,0
61,-3.36124906539917,0
62,-3.7582448005676268,0
63,-4.115442848205566,0
64,-4.004158949851989,0
65,-4.686913919448853,0
66,-4.410527205467224,0
67,-4.481167936325074,0
68,0.7232660293579102,0
69,-3.1906959056854247,0
70,-2.2795950412750243,0
71,-2.8098968505859374,0
72,-4.597614192962647,0
73,-4.889323568344116,0
74,-3.628557324409485,0
75,-2.982870864868164,0
76,-3.320329761505127,0
77,-3.9661914110183716,0
78,-3.6461677312850953,0
79,-0.38440888524055483,0
80,-3.3364426612854006,0
81,-2.841825175285339,0
82,-3.0035043716430665,0
83,-0.11867961883544922,0
84,-4.181548285484314,0
85,-4.595941638946533,0
86,-4.970675373077393,0
87,-2.6718708992004396,0
88,-2.9205905914306642,0
89,-4.199459648132324,0
90,-3.906539535522461,0
91,-2.2778688430786134,0
92,-4.4671557426452635,0
93,-3.4585241317749023,0
94,-4.635400485992432,0
95,-4.348286175727845,0
96,-4.665967416763306,0
97,-3.530327892303467,0
98,-3.9436812877655028,0
99,-4.442905616760254,0
100,-0.5594986319541931,0
101,-3.7904125690460204,0
102,-2.856915760040283,0
103,-4.243214654922485,0
104,-3.4296781539916994,0
105,-3.721043586730957,0
106,-3.7904313087463377,0
107,-4.099502444267273,0
108,-5.118119382858277,0
109,7.5241883277893065,0
110,-0.571567702293396,0
111,0.05950570106506348,0
112,0.7056499481201172,0
113,-4.040822601318359,0
114,-3.044071912765503,0
115,-2.6817070960998537,0
116,0.256669408082962,0
117,-4.99818172454834,0
118,-2.0811886310577394,0
119,-1.9477910995483398,0
120,-4.158071899414063,0
121,-3.9085299015045165,0
122,-3.315766191482544,0
123,-3.1898970365524293,0
124,-4.367385482788086,0
125,-0.8014023780822754,0
126,-2.043813133239746,0
127,-4.265880012512207,0
128,-3.940167045593262,0
129,-1.4333571910858154,0
130,-3.498552179336548,0
131,-3.1123819828033445,0
132,-1.6684420585632325,0
133,-4.732817029953003,0
134,-4.7904764175415036,0
135,-4.8748170852661135,0
136,-3.257568836212158,0
137,-1.0205321073532105,0
138,-4.036570954322815,0
139,-3.563296604156494,0
140,-1.9376165688037872,0
141,-3.466282320022583,0
142,-4.347432708740234,0
143,-2.9116059303283692,0
144,-2.2195240259170532,0
145,3.59921538233757,0
146,45.56575393676758,0
147,-3.7841840744018556,0
148,-1.4923681497573853,0
149,-3.1468555450439455,0
150,-3.5531211376190184,0
151,-1.7852467536926269,0
152,-4.167593646049499,0
153,-4.6181106805801395,0
154,-3.486473560333252,0
155,-4.600191116333008,0
156,-4.509378433227539,0
157,-2.06611328125,0
158,-4.015742778778076,0
159,-2.267602014541626,0
160,-4.008805513381958,0
161,-3.6620700001716613,0
162,-4.485892581939697,0
163,-4.801041316986084,0
164,-4.039336490631103,0
165,-4.42498414516449,0
166,-4.3743597030639645,0
167,-3.5633151054382326,0
168,-2.2285922527313233,0
169,-1.9367147922515868,0
170,1.2117788791656494,0
171,-4.665397024154663,0
172,-3.658372974395752,0
173,-4.44018964767456,0
174,0.4162405729293823,0
175,-4.071568703651428,0
176,-4.8048848628997805,0
177,-3.9789448618888854,0
178,-3.626771402359009,0
179,-4.090218782424927,0
180,-4.171108150482178,0
181,-3.021880328655243,0
182,2.4246101856231688,0
183,-1.5784916162490845,0
184,-4.115611410140991,0
185,-4.3358259201049805,0
186,-4.123092555999756,0
187,-4.166436505317688,0
188,-4.181787824630737,0
189,-2.267914581298828,0
190,-1.0248897075653076,0
191,-3.4252838373184202,0
192,-4.505349254608154,0
193,-3.7875044345855713,0
194,-4.133311414718628,0
195,-4.161898338794709,0
196,-1.0698325157165527,0
197,-3.74831862449646,0
198,-4.219680643081665,0
199,-4.1872076988220215,0
200,-2.79193696975708,0
201,-0.8751522123813629,0
202,-3.3900081157684325,0
203,-2.8893277406692506,0
204,-3.5687636852264406,0
205,-4.0286092281341555,0
206,-3.515140050649643,0
207,-3.795265054702759,0
208,-1.7893375039100647,0
209,-2.6235758304595946,0
210,-3.1411937952041624,0
211,-3.413316774368286,0
212,-2.1571048498153687,0
213,-1.7124644279479981,0
214,-2.908562994003296,0
215,-2.472084105014801,0
216,-2.596823263168335,0
217,-1.7705482006073,0
218,-2.3133935809135435,0
219,-2.5850030899047853,0
220,-0.34742435812950134,0
221,-1.170434147119522,0
222,-1.7779309272766113,0
223,-3.3379414558410643,0
224,-1.524393343925476,0
225,-2.7956775665283202,0
226,-2.052478885650635,0
227,0.5969165802001953,0
228,-2.644051218032837,0
229,-0.9670725345611573,0
230,-2.4859357833862306,0
231,-1.7577532410621644,0
232,-1.6375513553619385,0
233,-2.6952374458312987,0
234,-0.7022017240524292,0
235,-1.78439621925354,0
236,-2.422570085525513,0
237,-1.7764212489128113,0
238,-1.2826402544975282,0
239,-1.5585251569747924,0
240,-1.373200786113739,0
241,-2.122637963294983,0
242,-2.4428674221038817,0
243,-1.3778261065483093,0
244,-2.398051452636719,0
245,-3.0309621334075927,0
246,-1.5322924703359604,0
247,-2.9518698692321776,0
248,-1.7517490148544312,0
249,-1.8016233921051026,0
250,-1.089408016204834,0
251,-2.4311341047286987,0
252,0.7524582028388977,0
253,-2.7712438106536865,0
254,3.044258379936218,0
255,-0.7330136060714721,0
256,-0.1714634895324707,0
257,-2.1310389041900635,0
258,-2.7577361106872558,0
259,1.9578924536705018,0
260,1.6810595035552978,0
261,-1.841802978515625,0
262,-0.29267536401748656,0
263,0.9172913312911988,0
264,0.2426381826400757,0
265,-1.3895492672920227,0
266,-1.3538220882415772,0
267,-0.9611541926860809,0
268,-1.877231502532959,0
269,-2.8845305919647215,0
270,-2.473709535598755,0
271,-2.7961635112762453,0
272,4.069675874710083,0
273,-2.4204737663269045,0
274,-2.844885230064392,0
275,-2.7056448221206666,0
276,1.905794382095337,0
277,-2.790278124809265,0
278,-2.657466971874237,0
279,-1.9536650419235229,0
280,-2.6124496936798094,0
281,-1.2890363335609436,0
282,-2.453389120101929,0
283,-0.3117638826370239,0
284,0.562942099571228,0
285,3.7830032825469972,0
286,-1.5764657974243164,0
287,-1.7015835762023925,0
288,2.2325008869171143,0
289,-0.9173852443695069,0
290,-3.2871328830718993,0
291,0.9820745944976806,0
292,-2.6944300174713134,0
293,-3.557461452484131,0
294,0.5046315908432006,0
295,-3.7593931555747986,0
296,-4.694547128677368,0
297,2.8536991834640504,0
298,-4.225417941808701,0
299,-0.5705542802810669,0
300,-3.1571205615997315,0
301,-0.7803405284881592,0
302,-4.701969814300537,0
303,-4.653125047683716,0
304,-4.468440866470337,0
305,-4.211020135879517,0
306,-3.6230927228927614,0
307,-3.7998430728912354,0
308,14.006245470046997,0
309,-2.719170492887497,0
310,0.07672762870788574,0
311,1.140674614906311,0
312,-2.396082580089569,0
313,-1.7872103214263917,0
314,-1.1098023653030396,0
315,-0.015051555633544923,0
316,0.17981549501419067,0
317,2.163403069972992,0
318,-0.7741719245910644,0
319,-0.9653141736984253,0
320,-0.32144842147827146,0
321,-1.63016939163208,0
322,-1.348698377609253,0
323,-1.636613655090332,0
324,0.6766066074371337,0
325,-0.005499458312988282,0
326,-0.05373826026916504,0
327,4.239590787887574,0
328,31.947807168960573,0
329,9.010769605636597,0
330,9.696690273284911,0
331,15.957690095901489,0
332,27.132976245880126,0
333,20.66827001571655,0
334,15.148089504241943,0
335,13.32251672744751,0
336,24.86462688446045,0
337,13.204451942443848,0
338,8.7742094039917,0
339,16.49550943374634,0
340,6.081886100769043,0
341,4.437571239471436,0
342,4.157688617706299,0
343,-0.17085230350494385,0
344,1.4916770935058594,0
345,5.8731506824493405,0
346,41.14477119445801,0
347,1.1517868041992188,0
348,2.715612602233887,0
349,1.8281542301177978,0
350,-1.2716443538665771,0
351,9.863152694702148,0
352,-1.3371789455413818,0
353,-0.49911036491394045,0
354,-1.743448829650879,0
355,1.1771399080753326,0
356,-0.8895526170730591,0
357,0.9215597152709961,0
358,1.15763378739357,0
359,-0.5412188053131104,0
360,1.4133167266845703,0
361,0.28069727420806884,0
362,-0.2557762384414673,0
363,-2.055400562286377,0
364,-1.2018352508544923,0
365,-1.7290757656097413,0
366,-1.9020352602005004,0
367,-1.3128343939781189,0
368,-2.524712073802948,0
369,-1.970785105228424,0
