index,172.20.2.197,172.20.1.184,172.20.1.185,172.20.2.205,172.20.1.193,172.20.2.204,172.20.1.194,172.20.2.198,172.20.1.186,172.20.1.187,172.20.2.206,172.20.2.207,172.20.1.195,172.20.1.196,172.20.1.188,172.20.2.199,172.20.2.211,172.20.1.197,172.20.1.198,172.20.2.210,172.20.2.208,172.20.1.189,172.20.2.200,172.20.2.209,172.20.1.200,172.20.2.214,172.20.1.201,172.20.1.191,172.20.2.202,172.20.1.190,172.20.2.201,172.20.1.199,172.20.2.213,172.20.1.192,172.20.2.203,label,target
1005,12695.0,15459.0,15845.0,25263.0,26345.0,27025.0,28442.0,11771.0,14992.0,17903.0,23218.0,25591.0,24913.0,25744.0,4955.0,4767.0,50767.0,795961.0,515677.0,4497.0,185295.0,3783.0,5979.0,89818.0,97573.0,91940.0,96645.0,22297.0,17815.0,19656.0,18956.0,20472.0,20400.0,6145.0,8048.0,0,
1006,12822.0,12801.0,13207.0,25369.0,24690.0,26910.0,27340.0,12033.0,10994.0,18203.0,26938.0,20711.0,25042.0,26722.0,2736.0,5091.0,50767.0,755290.0,541975.0,2873.0,161345.0,6030.0,5175.0,89436.0,86191.0,85871.0,92948.0,15711.0,18464.0,16867.0,18804.0,21015.0,20026.0,8833.0,6314.0,0,
1007,12737.0,14709.0,14260.0,25369.0,24813.0,27257.0,27677.0,17210.0,13602.0,15406.0,26336.0,26342.0,21646.0,21095.0,6436.0,4192.0,69169.0,772941.0,585596.0,3176.0,168701.0,4797.0,6318.0,91243.0,94703.0,92149.0,100878.0,19290.0,18464.0,19121.0,18804.0,21015.0,20863.0,6618.0,7041.0,0,
1008,12906.0,9885.0,14260.0,27606.0,24810.0,27579.0,28222.0,17280.0,12809.0,20760.0,24139.0,25004.0,26179.0,26455.0,6175.0,5089.0,63137.0,827852.0,617165.0,2948.0,154569.0,7524.0,6318.0,96866.0,89851.0,96449.0,87644.0,18242.0,18776.0,18488.0,19449.0,20486.0,20041.0,8148.0,7460.0,0,
1009,11177.0,12229.0,12291.0,27083.0,30535.0,26865.0,30917.0,15778.0,20282.0,14226.0,25159.0,25874.0,24034.0,23708.0,4797.0,4354.0,63137.0,763868.0,617165.0,4137.0,161875.0,5484.0,2892.0,91169.0,97238.0,91501.0,89285.0,16776.0,18776.0,20870.0,14831.0,20486.0,20041.0,10764.0,9295.0,0,
1010,11177.0,15088.0,13581.0,27209.0,23588.0,24484.0,25671.0,13576.0,10163.0,19448.0,19354.0,22303.0,25458.0,24353.0,4797.0,4042.0,63323.0,763134.0,512593.0,7401.0,159458.0,5143.0,3693.0,97146.0,96563.0,93253.0,82395.0,20469.0,16222.0,19726.0,17157.0,19102.0,19913.0,8076.0,5490.0,1,172.20.1.185
1011,10036.0,11132.0,13581.0,27486.0,26835.0,24484.0,27228.0,13635.0,26968.0,17232.0,19354.0,22303.0,22849.0,22356.0,4221.0,5429.0,63323.0,761594.0,512593.0,4125.0,159458.0,4851.0,3693.0,97146.0,87579.0,93253.0,85364.0,20602.0,18062.0,17455.0,17107.0,21620.0,19913.0,7814.0,5490.0,1,172.20.1.185
1012,12683.0,12903.0,6393.0,21782.0,26835.0,22830.0,24280.0,16454.0,16738.0,4590.0,20357.0,17394.0,21667.0,21711.0,2573.0,4429.0,63323.0,660691.0,562332.0,4828.0,114530.0,5266.0,4580.0,79465.0,76643.0,73710.0,74850.0,14609.0,17715.0,17238.0,14524.0,19672.0,13910.0,5701.0,5502.0,1,172.20.1.185
1013,11120.0,9827.0,6393.0,22390.0,26465.0,26176.0,24951.0,11385.0,12890.0,12897.0,23704.0,21746.0,20277.0,16312.0,2930.0,4429.0,41070.0,687770.0,505697.0,5159.0,154503.0,4074.0,4505.0,79972.0,71994.0,74756.0,80340.0,16248.0,16403.0,15287.0,16831.0,19659.0,18241.0,7319.0,8640.0,1,172.20.1.185
1014,11120.0,12191.0,11492.0,24182.0,23849.0,25392.0,20869.0,12955.0,12553.0,9365.0,25356.0,23278.0,19258.0,19077.0,4880.0,5438.0,41070.0,749934.0,515376.0,3279.0,141310.0,4074.0,4505.0,86128.0,68608.0,88380.0,69938.0,17500.0,16798.0,15781.0,15627.0,16378.0,16257.0,7744.0,7695.0,0,
1015,11379.0,11090.0,9873.0,24182.0,25717.0,25821.0,30444.0,13726.0,24235.0,22131.0,25356.0,23278.0,21482.0,24656.0,3669.0,3536.0,43052.0,749934.0,515376.0,4166.0,157027.0,3602.0,5581.0,86128.0,89851.0,92714.0,83507.0,14991.0,16415.0,15781.0,17871.0,21549.0,19738.0,9766.0,6794.0,0,
1016,13471.0,12586.0,9873.0,24661.0,25830.0,23596.0,30444.0,9540.0,16564.0,17894.0,23202.0,23445.0,21593.0,20356.0,2750.0,4432.0,43052.0,648507.0,590617.0,3279.0,154130.0,5117.0,4032.0,86185.0,85042.0,87982.0,80100.0,17622.0,17238.0,16880.0,17871.0,20247.0,18530.0,5166.0,6814.0,0,
1017,13471.0,10578.0,10285.0,25958.0,22977.0,24417.0,20531.0,19804.0,16685.0,17894.0,22495.0,21362.0,20775.0,21403.0,4730.0,4432.0,47133.0,678952.0,589512.0,4091.0,131365.0,5117.0,5912.0,85327.0,75372.0,90665.0,73511.0,16892.0,15666.0,15641.0,16605.0,19626.0,17547.0,5166.0,8291.0,0,
1018,13337.0,12443.0,10314.0,26273.0,25282.0,22628.0,24156.0,16253.0,16383.0,12051.0,22269.0,24847.0,17184.0,20479.0,4568.0,2880.0,47133.0,725951.0,552916.0,5084.0,131365.0,3981.0,5161.0,77818.0,78528.0,86836.0,80807.0,16361.0,17250.0,15641.0,16605.0,20109.0,18024.0,5867.0,8433.0,0,
1019,10858.0,9876.0,13134.0,24168.0,21253.0,24679.0,23312.0,15013.0,24509.0,8321.0,23757.0,24847.0,17308.0,19208.0,3766.0,4117.0,29658.0,725951.0,616570.0,4347.0,143522.0,5635.0,3975.0,77818.0,68092.0,89026.0,63721.0,16361.0,18522.0,15745.0,14542.0,19336.0,18320.0,8026.0,7285.0,0,
1020,12369.0,10386.0,11666.0,24755.0,25325.0,24936.0,22385.0,9969.0,9822.0,18288.0,24781.0,24693.0,19698.0,19897.0,3976.0,5004.0,31762.0,677937.0,601407.0,2617.0,143522.0,6496.0,4298.0,69628.0,80301.0,89026.0,76870.0,14218.0,18522.0,18357.0,14542.0,18623.0,17306.0,8026.0,8294.0,0,
1021,12154.0,11023.0,10641.0,21081.0,22348.0,21298.0,22046.0,13284.0,16948.0,20062.0,24781.0,23946.0,19698.0,18491.0,5487.0,4455.0,25068.0,641532.0,530523.0,4016.0,144011.0,3795.0,5860.0,69628.0,66049.0,78478.0,72659.0,14218.0,15589.0,14030.0,14297.0,17907.0,17602.0,5701.0,7348.0,0,
1022,11512.0,10990.0,10613.0,21081.0,25532.0,20042.0,23262.0,19165.0,13081.0,6952.0,21728.0,19748.0,22288.0,22097.0,3792.0,3948.0,24743.0,596576.0,586718.0,4347.0,144011.0,5376.0,4042.0,69628.0,75545.0,78972.0,79786.0,17065.0,14771.0,17833.0,14297.0,19418.0,17641.0,7740.0,5695.0,0,
1023,12207.0,10036.0,11340.0,20212.0,20220.0,22928.0,19165.0,11225.0,12863.0,14524.0,21721.0,24378.0,15598.0,15880.0,4808.0,3948.0,22068.0,566673.0,586718.0,4422.0,138213.0,4375.0,4787.0,78359.0,67305.0,81579.0,68880.0,14521.0,14785.0,17084.0,15250.0,17509.0,17160.0,8632.0,7150.0,0,
1024,12207.0,10246.0,11323.0,23602.0,21691.0,22928.0,22489.0,11463.0,20395.0,16258.0,21721.0,24378.0,16755.0,17497.0,5926.0,5504.0,27695.0,566673.0,585153.0,5306.0,125477.0,4516.0,4862.0,78359.0,61489.0,81579.0,64416.0,16939.0,16018.0,13787.0,14566.0,18745.0,16698.0,7672.0,7150.0,0,
1025,11200.0,9453.0,10944.0,21097.0,21048.0,20529.0,17855.0,11463.0,5813.0,10992.0,20322.0,19841.0,15728.0,17581.0,5603.0,5328.0,26572.0,576521.0,585153.0,2873.0,109706.0,5568.0,4862.0,77207.0,65665.0,68691.0,55665.0,13575.0,14452.0,13892.0,14064.0,17018.0,13904.0,6810.0,7021.0,0,
1026,10277.0,12641.0,9047.0,19161.0,21159.0,18078.0,18249.0,11116.0,14881.0,12622.0,22049.0,19760.0,18114.0,17581.0,6375.0,4117.0,17918.0,570612.0,451213.0,4016.0,137308.0,4315.0,5242.0,60297.0,58457.0,67651.0,66618.0,15272.0,12177.0,14549.0,12870.0,14668.0,15431.0,6874.0,7088.0,0,
1027,12338.0,12164.0,10793.0,19161.0,22011.0,18078.0,21366.0,11116.0,14499.0,8258.0,20493.0,19760.0,18377.0,14859.0,3789.0,2293.0,21816.0,570612.0,438294.0,4828.0,131112.0,3783.0,5118.0,60297.0,67810.0,67651.0,62369.0,14316.0,12177.0,16299.0,14321.0,17259.0,15431.0,8077.0,7088.0,0,
1028,9504.0,12164.0,9298.0,18877.0,18695.0,17365.0,20503.0,13266.0,5905.0,13869.0,20012.0,18559.0,18431.0,19463.0,4863.0,4429.0,28127.0,525204.0,354339.0,4422.0,141156.0,6113.0,5576.0,54375.0,64363.0,63641.0,63837.0,13789.0,12689.0,14748.0,10387.0,15272.0,14325.0,5305.0,3843.0,0,
1029,9512.0,7219.0,10773.0,17829.0,18773.0,17365.0,17213.0,15325.0,5905.0,11555.0,14490.0,14790.0,17725.0,18678.0,5352.0,4172.0,23432.0,558972.0,215498.0,3204.0,119363.0,5085.0,5043.0,54375.0,55180.0,57124.0,58698.0,12791.0,12843.0,13133.0,11581.0,16702.0,13060.0,9221.0,7372.0,0,
1030,9692.0,13188.0,13131.0,17829.0,18601.0,17579.0,16399.0,8835.0,8357.0,9871.0,18262.0,17175.0,16014.0,15394.0,7278.0,2143.0,33298.0,590221.0,264590.0,4753.0,119363.0,4741.0,5573.0,54375.0,62425.0,61746.0,62086.0,15128.0,11898.0,16489.0,13225.0,13938.0,12449.0,5732.0,7372.0,0,
1031,9573.0,8766.0,8622.0,18913.0,18303.0,14744.0,19531.0,14188.0,5775.0,9728.0,16740.0,15508.0,16158.0,13695.0,3610.0,2143.0,23992.0,559977.0,236891.0,4497.0,108701.0,5945.0,3892.0,54017.0,48982.0,58050.0,44172.0,12215.0,11354.0,12337.0,10601.0,14849.0,13776.0,6455.0,4966.0,0,
1032,9573.0,9832.0,10532.0,16049.0,18732.0,15933.0,16315.0,8021.0,13643.0,8010.0,14463.0,12562.0,15464.0,16207.0,6430.0,3704.0,30277.0,473348.0,275732.0,3429.0,114419.0,6449.0,2343.0,54779.0,64299.0,55337.0,56982.0,11876.0,11109.0,12820.0,11623.0,15242.0,12330.0,6999.0,6768.0,0,
1033,6903.0,8451.0,7613.0,16108.0,14819.0,14604.0,17027.0,8021.0,11054.0,10740.0,18320.0,17193.0,13790.0,13968.0,4819.0,4471.0,23163.0,519444.0,232065.0,3941.0,93916.0,3809.0,4099.0,50591.0,46959.0,49775.0,45706.0,11509.0,11540.0,12427.0,10502.0,13144.0,12630.0,6367.0,4754.0,0,
1034,8522.0,9702.0,7613.0,14887.0,16318.0,12441.0,15054.0,7729.0,9066.0,5046.0,13941.0,12569.0,15073.0,14513.0,5666.0,5351.0,26933.0,411224.0,195658.0,3023.0,93318.0,6607.0,2264.0,46495.0,46859.0,50132.0,44624.0,12184.0,11540.0,11545.0,10456.0,13144.0,12090.0,5586.0,4281.0,0,
1035,7347.0,8948.0,7672.0,16835.0,15099.0,15902.0,14558.0,10809.0,16333.0,11645.0,13983.0,15865.0,16937.0,15396.0,5666.0,3786.0,26933.0,413676.0,243165.0,2542.0,94654.0,4347.0,2264.0,47784.0,41862.0,44044.0,45586.0,10736.0,8615.0,10329.0,10493.0,14779.0,11870.0,7408.0,5895.0,0,
1036,7347.0,8948.0,7672.0,15694.0,13424.0,15902.0,13727.0,9994.0,6712.0,12616.0,14415.0,14357.0,10516.0,13530.0,5666.0,3948.0,24527.0,413676.0,274402.0,4828.0,49261.0,6020.0,3486.0,50843.0,34480.0,44044.0,40409.0,11576.0,12037.0,8977.0,10493.0,11908.0,10835.0,4356.0,6435.0,0,
1037,8700.0,6029.0,5669.0,14607.0,15020.0,15289.0,14261.0,9357.0,14522.0,9438.0,14415.0,14357.0,10569.0,11323.0,2851.0,5009.0,16192.0,494166.0,281616.0,3697.0,68972.0,5095.0,4024.0,50843.0,36147.0,50103.0,38169.0,9686.0,12037.0,12054.0,10172.0,11908.0,12195.0,8763.0,7179.0,0,
1038,8204.0,7712.0,5669.0,13803.0,10573.0,15289.0,12598.0,8191.0,2890.0,6335.0,12028.0,13100.0,10575.0,8088.0,2851.0,3819.0,16192.0,424298.0,186936.0,4537.0,70908.0,4889.0,5216.0,42588.0,33169.0,37495.0,32921.0,7263.0,8245.0,8280.0,8037.0,12028.0,10298.0,5589.0,4202.0,0,
1039,8204.0,5171.0,6118.0,13837.0,10573.0,10876.0,10759.0,10335.0,15693.0,13724.0,13960.0,12671.0,11484.0,8811.0,2851.0,3692.0,4091.0,424298.0,69842.0,3610.0,62079.0,3584.0,4986.0,44690.0,32126.0,37018.0,26873.0,5887.0,10544.0,9701.0,8112.0,12028.0,10773.0,5899.0,3751.0,0,
1040,8314.0,7550.0,6374.0,10649.0,11991.0,12503.0,13904.0,6938.0,6047.0,6218.0,11432.0,9724.0,6759.0,6451.0,5389.0,2617.0,4422.0,361802.0,92212.0,2948.0,58220.0,3584.0,3354.0,37481.0,21255.0,27777.0,32211.0,8676.0,7606.0,9701.0,7529.0,12036.0,8886.0,5606.0,5331.0,0,
1041,5994.0,8517.0,7440.0,11613.0,11991.0,9934.0,11254.0,12793.0,7613.0,8863.0,11209.0,9300.0,10892.0,14370.0,5202.0,4753.0,5009.0,361802.0,193739.0,5490.0,77169.0,3760.0,3354.0,29665.0,39757.0,36830.0,33254.0,11638.0,10378.0,7818.0,7591.0,9609.0,11045.0,4591.0,5151.0,0,
1042,5130.0,9481.0,7440.0,11446.0,8400.0,8955.0,11254.0,7249.0,16919.0,7932.0,9203.0,10324.0,8340.0,13691.0,6440.0,4516.0,5009.0,256903.0,108171.0,4422.0,75948.0,4638.0,3088.0,28343.0,27839.0,26788.0,29565.0,7564.0,7587.0,8265.0,8037.0,8281.0,10414.0,3726.0,5799.0,0,
1043,5109.0,8390.0,6237.0,11446.0,8400.0,9277.0,7812.0,6101.0,4956.0,7159.0,6222.0,6931.0,11518.0,11571.0,4876.0,4516.0,2211.0,256903.0,111940.0,4753.0,64943.0,4638.0,5640.0,21250.0,30766.0,15508.0,26709.0,7630.0,7587.0,8265.0,8468.0,8281.0,7574.0,4668.0,3675.0,0,
1044,4883.0,7394.0,6237.0,6497.0,11122.0,9277.0,7812.0,3610.0,8788.0,4734.0,7507.0,8040.0,8884.0,10893.0,4337.0,4004.0,4272.0,104858.0,108317.0,4016.0,55038.0,4733.0,2873.0,16310.0,22627.0,20455.0,22019.0,7913.0,6461.0,8055.0,8468.0,7856.0,6394.0,6355.0,4033.0,0,
1045,4914.0,7045.0,7203.0,6497.0,7093.0,6604.0,8082.0,2617.0,6189.0,4734.0,6529.0,5609.0,5342.0,7071.0,5294.0,3535.0,3610.0,104858.0,108048.0,5084.0,45127.0,3972.0,4016.0,17699.0,20782.0,16925.0,17917.0,7913.0,6077.0,8055.0,4261.0,7856.0,6604.0,4792.0,4215.0,0,
1046,4210.0,5845.0,5596.0,4918.0,7093.0,7700.0,8082.0,9295.0,5837.0,3416.0,6367.0,6564.0,6666.0,6433.0,3685.0,3023.0,1880.0,5042.0,147064.0,3812.0,33662.0,5879.0,4016.0,11152.0,20782.0,17883.0,15186.0,7681.0,8111.0,4590.0,6835.0,6411.0,5376.0,6640.0,4347.0,0,
1047,4637.0,4959.0,4238.0,4918.0,7093.0,6828.0,5300.0,4828.0,7099.0,5658.0,6021.0,6127.0,6666.0,5005.0,4302.0,4241.0,2948.0,6912.0,108285.0,3941.0,25296.0,5025.0,4347.0,12024.0,11562.0,8999.0,12560.0,7681.0,3467.0,6588.0,4042.0,6411.0,5798.0,6640.0,5545.0,0,
1048,5159.0,5259.0,5437.0,4918.0,5279.0,6828.0,5300.0,5565.0,8083.0,5144.0,4422.0,3354.0,4487.0,5403.0,4665.0,3704.0,2948.0,6735.0,108285.0,5084.0,22230.0,4219.0,3305.0,12024.0,13182.0,8999.0,8427.0,2521.0,5316.0,6588.0,4042.0,6411.0,5175.0,6300.0,3541.0,0,
1049,3685.0,5176.0,5000.0,2420.0,5279.0,6828.0,5300.0,3204.0,8083.0,5030.0,2542.0,4091.0,4487.0,5302.0,4814.0,4828.0,3535.0,5666.0,5741.0,5896.0,3610.0,4296.0,5009.0,3535.0,5332.0,2873.0,8427.0,2521.0,5316.0,3269.0,1880.0,4382.0,6423.0,3820.0,4016.0,0,
1050,3279.0,3830.0,5100.0,2420.0,5279.0,3413.0,4371.0,3760.0,4888.0,5071.0,3760.0,4422.0,4487.0,3589.0,4743.0,5084.0,3760.0,5371.0,5455.0,4828.0,4347.0,4176.0,4753.0,4678.0,5332.0,2873.0,4659.0,5034.0,3610.0,3269.0,3204.0,6513.0,6423.0,6548.0,3610.0,0,
1051,3760.0,4769.0,4664.0,2420.0,4475.0,3413.0,4371.0,2877.0,5480.0,3846.0,4016.0,3023.0,4915.0,3184.0,6025.0,3760.0,3610.0,7362.0,6284.0,4904.0,5159.0,6070.0,4016.0,3467.0,4732.0,3429.0,5257.0,5034.0,4422.0,3269.0,3354.0,6513.0,6423.0,3922.0,3760.0,0,
1052,5384.0,6022.0,4664.0,4497.0,4475.0,4631.0,4371.0,5159.0,3551.0,5062.0,3760.0,4166.0,4964.0,3526.0,3109.0,4422.0,4903.0,5546.0,4227.0,4347.0,2211.0,4815.0,3579.0,5046.0,4732.0,4016.0,5413.0,4698.0,4753.0,4071.0,3835.0,5445.0,3090.0,6123.0,3429.0,0,
1053,4753.0,3746.0,4213.0,4497.0,4475.0,4631.0,4583.0,2467.0,3785.0,4482.0,3610.0,3354.0,4334.0,3526.0,4896.0,3866.0,5640.0,5840.0,6504.0,4572.0,4678.0,4400.0,4753.0,4497.0,3822.0,5159.0,5282.0,4698.0,5084.0,4071.0,5234.0,5445.0,3090.0,4590.0,3824.0,0,
1054,4422.0,3441.0,4213.0,4010.0,3656.0,3976.0,4583.0,4422.0,5851.0,4115.0,4828.0,4753.0,4093.0,3691.0,3448.0,3354.0,1549.0,6637.0,5113.0,3910.0,7737.0,3933.0,3610.0,2723.0,4545.0,4016.0,8880.0,4373.0,5084.0,2933.0,3429.0,5445.0,5655.0,3709.0,4497.0,0,
1055,3610.0,3441.0,6169.0,5316.0,3656.0,3976.0,4526.0,5565.0,5851.0,4807.0,4828.0,4016.0,6514.0,3691.0,5618.0,3610.0,3685.0,5438.0,6668.0,3279.0,26141.0,5294.0,4091.0,5285.0,12055.0,7240.0,8880.0,4373.0,3354.0,8898.0,4091.0,6581.0,4981.0,5557.0,4422.0,0,
1056,5756.0,4821.0,4362.0,5521.0,5163.0,4802.0,6397.0,5084.0,5281.0,9795.0,5922.0,5371.0,8037.0,4693.0,5887.0,2211.0,5565.0,4296.0,91441.0,3354.0,23808.0,5063.0,4042.0,8806.0,8969.0,11088.0,9295.0,5362.0,3354.0,5908.0,5288.0,6581.0,4077.0,4286.0,4084.0,0,
1057,3760.0,6143.0,4362.0,5559.0,5881.0,5783.0,6947.0,3354.0,5281.0,4475.0,5918.0,5914.0,7089.0,6772.0,4801.0,3535.0,4241.0,4855.0,109278.0,3685.0,30788.0,2161.0,1880.0,10346.0,16814.0,11166.0,16763.0,6119.0,6897.0,5017.0,7440.0,6857.0,7498.0,4671.0,3472.0,0,
1058,4620.0,6143.0,5941.0,6907.0,7734.0,6318.0,8395.0,5317.0,4028.0,7143.0,4123.0,3862.0,8816.0,6961.0,5514.0,2636.0,3663.0,5593.0,94030.0,3685.0,41514.0,3399.0,3486.0,11197.0,17819.0,14155.0,16763.0,7901.0,5706.0,6660.0,4288.0,6857.0,7063.0,7252.0,4940.0,0,
1059,5963.0,5700.0,5941.0,8390.0,9383.0,8136.0,8395.0,7635.0,4028.0,7833.0,8357.0,7565.0,8560.0,7766.0,7222.0,3610.0,3941.0,75593.0,134526.0,3685.0,50931.0,7664.0,3279.0,16693.0,19846.0,16693.0,22855.0,7571.0,5559.0,5999.0,6868.0,7813.0,8478.0,6133.0,3934.0,0,
1060,5963.0,4790.0,5941.0,8471.0,9383.0,9303.0,7865.0,3835.0,5000.0,6281.0,5829.0,6328.0,7367.0,10024.0,3852.0,4614.0,4347.0,102222.0,153124.0,3941.0,47902.0,4670.0,4016.0,16693.0,20673.0,16693.0,22924.0,7571.0,4315.0,5999.0,7381.0,8496.0,6876.0,3737.0,4545.0,0,
1061,5005.0,6521.0,6863.0,8472.0,9818.0,7248.0,10351.0,4552.0,8396.0,5280.0,8500.0,6562.0,12611.0,10311.0,3852.0,3373.0,4016.0,111096.0,119778.0,4497.0,69744.0,5231.0,4449.0,15246.0,24942.0,17161.0,27097.0,6158.0,5744.0,7057.0,5431.0,8319.0,9052.0,5077.0,4316.0,0,
1062,6802.0,7679.0,6863.0,9526.0,9818.0,8023.0,12536.0,6046.0,3784.0,8770.0,6557.0,6340.0,8589.0,10716.0,4121.0,4666.0,4016.0,102366.0,110125.0,3610.0,69744.0,4732.0,3711.0,26862.0,36370.0,26042.0,29342.0,8601.0,6740.0,7830.0,7532.0,8319.0,8698.0,4334.0,4139.0,0,
1063,7350.0,6328.0,6006.0,8476.0,9220.0,9554.0,8068.0,7667.0,8955.0,5446.0,8517.0,11186.0,11130.0,10650.0,3869.0,4260.0,4016.0,214250.0,112346.0,4272.0,60286.0,5454.0,3892.0,19891.0,22166.0,23018.0,23040.0,8951.0,7802.0,8044.0,5582.0,8442.0,8684.0,5511.0,4139.0,0,
1064,6159.0,5605.0,6659.0,10610.0,11727.0,11503.0,8068.0,4347.0,4362.0,9138.0,7955.0,7426.0,7581.0,9019.0,4407.0,3854.0,4016.0,208722.0,111090.0,3023.0,63051.0,4779.0,4091.0,25718.0,28235.0,25974.0,27448.0,8605.0,6959.0,8556.0,8764.0,8442.0,8876.0,5601.0,5805.0,0,
1065,6159.0,8114.0,6659.0,10610.0,12138.0,11425.0,10456.0,11081.0,7618.0,4332.0,7955.0,11398.0,10441.0,10558.0,5576.0,3429.0,3579.0,208722.0,135758.0,2617.0,62050.0,4475.0,4373.0,33364.0,27245.0,25974.0,29943.0,10866.0,8534.0,9893.0,7678.0,10942.0,9085.0,5155.0,5891.0,0,
1066,5912.0,7311.0,5719.0,12001.0,11578.0,10682.0,11533.0,9970.0,5703.0,8343.0,9618.0,11398.0,12499.0,10928.0,4052.0,3685.0,3579.0,12990.0,112991.0,3909.0,62050.0,3238.0,4373.0,33364.0,33907.0,27392.0,28066.0,9109.0,9040.0,10505.0,7678.0,12104.0,8227.0,6263.0,4780.0,1,172.20.2.214
1067,5912.0,3986.0,5493.0,12001.0,11578.0,3958.0,4950.0,3685.0,4140.0,5515.0,9618.0,3856.0,11316.0,10925.0,4264.0,4166.0,3941.0,12990.0,9297.0,3909.0,15245.0,4952.0,2692.0,6015.0,33907.0,531.0,28066.0,4818.0,9040.0,9477.0,4158.0,7573.0,8227.0,5846.0,5234.0,1,172.20.2.214
1068,2798.0,7383.0,5559.0,3592.0,6190.0,3958.0,5843.0,1805.0,7064.0,4851.0,3456.0,3856.0,11316.0,7578.0,3859.0,4091.0,4016.0,12990.0,106696.0,2989.0,25039.0,3235.0,4422.0,6015.0,10600.0,531.0,11449.0,6245.0,2759.0,9477.0,4591.0,7573.0,4420.0,5213.0,5234.0,1,172.20.2.214
1069,2865.0,4695.0,5878.0,4551.0,6190.0,4126.0,5843.0,4903.0,3265.0,4437.0,4157.0,5852.0,6911.0,6410.0,5185.0,2948.0,11671.0,7480.0,40788.0,4091.0,6647.0,4372.0,4167.0,8686.0,10600.0,3438.0,11449.0,6387.0,2759.0,5369.0,5841.0,5157.0,5140.0,5513.0,3023.0,1,172.20.2.214
1070,2865.0,12799.0,5878.0,9408.0,11912.0,9266.0,16282.0,8475.0,3967.0,7233.0,5107.0,7377.0,12824.0,9456.0,5426.0,3716.0,41966.0,78855.0,100185.0,4091.0,28816.0,4372.0,3940.0,21495.0,31859.0,29958.0,25342.0,15872.0,8409.0,9052.0,7039.0,9602.0,9010.0,5627.0,4459.0,0,
1071,5881.0,10108.0,10135.0,13296.0,15641.0,14312.0,15653.0,5355.0,20048.0,12419.0,10856.0,11411.0,15527.0,12965.0,5342.0,4417.0,81601.0,149171.0,257035.0,46484.0,23788.0,4880.0,3388.0,21495.0,51671.0,33926.0,54184.0,11155.0,8711.0,12991.0,7693.0,12020.0,11248.0,10982.0,5229.0,0,
1072,6341.0,10527.0,10669.0,12620.0,17459.0,11916.0,17565.0,9702.0,3551.0,9492.0,10650.0,10589.0,20852.0,20038.0,4577.0,3429.0,87495.0,180631.0,285406.0,52981.0,23788.0,5316.0,3892.0,30520.0,51742.0,40786.0,60651.0,11285.0,9643.0,12164.0,8747.0,11660.0,12525.0,6451.0,4286.0,0,
1073,7705.0,10212.0,9537.0,15528.0,16280.0,14396.0,19257.0,9405.0,11926.0,7177.0,8757.0,10811.0,17846.0,18062.0,5990.0,3393.0,88454.0,105168.0,298726.0,52981.0,19600.0,5060.0,4505.0,36263.0,55666.0,36765.0,60717.0,11285.0,9643.0,13910.0,9441.0,12710.0,11016.0,6995.0,4417.0,0,
1074,6590.0,10891.0,11354.0,15127.0,18908.0,13449.0,18942.0,9906.0,9783.0,6580.0,10115.0,9477.0,18031.0,20195.0,3636.0,4718.0,88454.0,141549.0,260735.0,51295.0,42059.0,5390.0,3688.0,35680.0,54461.0,41896.0,61882.0,12499.0,10214.0,13910.0,8489.0,12772.0,12486.0,5611.0,6284.0,0,
1075,7179.0,12078.0,12762.0,13670.0,16813.0,14969.0,13862.0,5800.0,10452.0,14766.0,8949.0,10728.0,20302.0,16473.0,3658.0,4204.0,88454.0,107814.0,204993.0,41343.0,43263.0,4028.0,3768.0,33450.0,57370.0,37455.0,54515.0,12499.0,9005.0,14223.0,10092.0,13432.0,10623.0,5272.0,5983.0,0,
1076,5043.0,11088.0,11326.0,15086.0,19000.0,14411.0,18967.0,11848.0,11151.0,12004.0,10472.0,9875.0,18759.0,21851.0,5317.0,3211.0,82076.0,122150.0,204993.0,46604.0,57240.0,5720.0,4764.0,37256.0,64236.0,38000.0,67151.0,12499.0,10930.0,13388.0,8587.0,13529.0,10990.0,5272.0,6066.0,0,
1077,6107.0,12760.0,12018.0,16831.0,21133.0,16193.0,17044.0,10158.0,9316.0,15668.0,9172.0,8105.0,18759.0,23004.0,5464.0,5091.0,82076.0,134983.0,194757.0,46604.0,71853.0,5089.0,4148.0,33280.0,64236.0,42682.0,66606.0,13687.0,7879.0,15339.0,11338.0,14901.0,12550.0,6750.0,5843.0,0,
1078,6823.0,12318.0,11310.0,16402.0,16840.0,14638.0,20122.0,11286.0,17872.0,9214.0,10237.0,10855.0,21996.0,18844.0,4723.0,4504.0,87566.0,141096.0,237552.0,52937.0,70137.0,4996.0,4994.0,36482.0,65126.0,43148.0,60666.0,12850.0,10196.0,14647.0,8883.0,13192.0,13928.0,7737.0,5802.0,0,
1079,8125.0,14055.0,10808.0,16700.0,20124.0,14638.0,20828.0,7786.0,8137.0,17235.0,11875.0,12612.0,22507.0,22407.0,4441.0,4504.0,91561.0,207369.0,313548.0,43619.0,70235.0,5133.0,3486.0,46931.0,62464.0,46896.0,67645.0,16075.0,10105.0,14863.0,8883.0,13153.0,13566.0,6701.0,5241.0,0,
