index,172.20.2.197,172.20.1.184,172.20.1.185,172.20.2.205,172.20.1.193,172.20.2.204,172.20.1.194,172.20.2.198,172.20.1.186,172.20.1.187,172.20.2.206,172.20.2.207,172.20.1.195,172.20.1.196,172.20.1.188,172.20.2.199,172.20.2.211,172.20.1.197,172.20.1.198,172.20.2.210,172.20.2.208,172.20.1.189,172.20.2.200,172.20.2.209,172.20.1.200,172.20.2.214,172.20.1.201,172.20.1.191,172.20.2.202,172.20.1.190,172.20.2.201,172.20.1.199,172.20.2.213,172.20.1.192,172.20.2.203,label,target
11,6581.0,8960.0,8397.0,9250.0,10997.0,6821.0,9324.0,4016.0,3971.0,6981.0,6626.0,7664.0,10838.0,9901.0,3589.0,4185.0,4347.0,70460.0,121341.0,2542.0,68181.0,3155.0,3155.0,21905.0,24776.0,22715.0,26616.0,7173.0,4807.0,7725.0,7029.0,9000.0,9433.0,6131.0,4876.0,0,
12,5827.0,7273.0,10119.0,8269.0,10112.0,8419.0,10284.0,10507.0,7929.0,3267.0,11353.0,8543.0,11867.0,11421.0,3548.0,1805.0,3354.0,246730.0,110053.0,4016.0,57203.0,5509.0,5159.0,25479.0,26117.0,22993.0,29964.0,8611.0,7781.0,7725.0,8721.0,9815.0,8105.0,5084.0,5063.0,0,
13,5700.0,6694.0,6857.0,9519.0,10387.0,11010.0,12023.0,4753.0,7556.0,8458.0,9795.0,6186.0,8782.0,10446.0,5001.0,3692.0,3279.0,236115.0,88930.0,2873.0,70390.0,3995.0,3892.0,32321.0,28173.0,28602.0,28387.0,9764.0,8330.0,9566.0,6879.0,10883.0,7996.0,7219.0,5266.0,0,
14,7206.0,7683.0,8757.0,9294.0,12524.0,10514.0,10454.0,11283.0,2373.0,7482.0,11057.0,10769.0,10511.0,13763.0,5001.0,4091.0,3610.0,219724.0,132595.0,21014.0,61846.0,6429.0,5309.0,31850.0,32632.0,27192.0,29690.0,7528.0,6799.0,8898.0,7581.0,9697.0,8090.0,4883.0,4551.0,0,
15,5158.0,8206.0,7692.0,12074.0,12798.0,13261.0,11044.0,6724.0,5182.0,10716.0,8014.0,9045.0,11078.0,11089.0,4616.0,4005.0,3279.0,259747.0,67217.0,24254.0,62442.0,5737.0,5561.0,29784.0,33063.0,29606.0,34526.0,10176.0,10493.0,9836.0,5866.0,13035.0,7590.0,7590.0,4615.0,0,
16,7979.0,9571.0,8323.0,9585.0,10184.0,9710.0,14127.0,6734.0,10230.0,3785.0,11504.0,9013.0,14725.0,10423.0,4616.0,3685.0,5159.0,333539.0,101276.0,29536.0,64173.0,5836.0,3486.0,36717.0,40738.0,32340.0,36265.0,8942.0,8460.0,12369.0,7721.0,9354.0,7869.0,5376.0,4714.0,0,
17,6859.0,7392.0,7796.0,14664.0,13842.0,10952.0,13963.0,10046.0,10230.0,13915.0,12350.0,8924.0,10395.0,13968.0,4462.0,4685.0,3760.0,381520.0,101261.0,32119.0,58798.0,4648.0,4373.0,38911.0,29388.0,32784.0,35298.0,8590.0,7448.0,8548.0,8884.0,9540.0,9885.0,5958.0,5789.0,0,
18,7455.0,7141.0,7681.0,13127.0,12591.0,12096.0,14117.0,2984.0,8385.0,5219.0,11692.0,13261.0,13007.0,11641.0,2996.0,4516.0,3760.0,367641.0,271620.0,20619.0,76691.0,4487.0,3155.0,44216.0,38843.0,40029.0,43758.0,12120.0,11115.0,9604.0,8884.0,9718.0,10816.0,4947.0,5800.0,0,
19,5947.0,8812.0,8283.0,13857.0,14793.0,14659.0,14144.0,10728.0,8962.0,11865.0,11692.0,13261.0,11601.0,13874.0,5096.0,2380.0,2948.0,449266.0,260047.0,25814.0,64448.0,6242.0,5772.0,40981.0,41982.0,40029.0,37019.0,7654.0,7846.0,13161.0,9827.0,13095.0,12533.0,7300.0,4996.0,0,
20,7940.0,8065.0,9421.0,14641.0,13421.0,11704.0,14230.0,6560.0,8962.0,11397.0,10402.0,10789.0,12545.0,11636.0,3972.0,4016.0,18438.0,362521.0,182077.0,19967.0,65333.0,6054.0,5035.0,39484.0,41382.0,44550.0,41317.0,10428.0,9694.0,9795.0,10425.0,10902.0,12232.0,5163.0,4779.0,0,
21,7599.0,8664.0,7768.0,14286.0,14938.0,14855.0,15008.0,14031.0,10279.0,7629.0,12015.0,10789.0,15091.0,13755.0,6788.0,5016.0,18438.0,365009.0,257224.0,24978.0,70206.0,4727.0,4448.0,43749.0,48959.0,42258.0,46070.0,12706.0,8954.0,11469.0,10425.0,13940.0,12211.0,6802.0,4222.0,0,
22,6909.0,10645.0,10334.0,15820.0,14581.0,13257.0,13919.0,3685.0,6273.0,11942.0,12801.0,14173.0,13858.0,12732.0,4926.0,5072.0,26432.0,395951.0,231947.0,25523.0,71179.0,4031.0,3843.0,45293.0,46551.0,46096.0,38995.0,10273.0,8330.0,12639.0,10818.0,9841.0,13131.0,5797.0,6496.0,0,
23,7180.0,7131.0,9690.0,14923.0,14977.0,12893.0,16681.0,3204.0,16416.0,6584.0,11341.0,11535.0,17760.0,17396.0,6449.0,4685.0,21512.0,304754.0,245311.0,26391.0,99283.0,4031.0,4960.0,43261.0,50408.0,45096.0,51967.0,13523.0,7934.0,13161.0,9167.0,13428.0,13812.0,5421.0,4670.0,0,
24,8974.0,9386.0,7572.0,13959.0,14188.0,13715.0,16757.0,14016.0,11631.0,4153.0,12192.0,13108.0,13130.0,13932.0,4653.0,4185.0,27306.0,329887.0,228630.0,29180.0,70117.0,5635.0,3817.0,45878.0,43215.0,38372.0,48659.0,10149.0,9566.0,9532.0,9841.0,13803.0,12417.0,8308.0,6223.0,0,
25,6771.0,12193.0,10581.0,14095.0,15977.0,13931.0,16757.0,4016.0,4150.0,16563.0,11498.0,10989.0,18712.0,17412.0,6325.0,3523.0,24071.0,327303.0,251474.0,25687.0,99360.0,5635.0,4430.0,44016.0,43215.0,44051.0,58080.0,9591.0,10908.0,13232.0,12095.0,11601.0,11255.0,5045.0,4907.0,0,
26,7241.0,9728.0,10472.0,14470.0,20632.0,15534.0,16673.0,12636.0,17819.0,12659.0,13830.0,13654.0,20074.0,19179.0,4089.0,4262.0,24071.0,424326.0,237468.0,26305.0,113377.0,4298.0,4430.0,46759.0,56996.0,48524.0,65985.0,13358.0,11273.0,12608.0,11687.0,14440.0,14325.0,7024.0,5456.0,0,
27,7751.0,12100.0,13414.0,15354.0,19445.0,13621.0,17271.0,7639.0,4588.0,8127.0,11752.0,8530.0,17641.0,17112.0,6015.0,3854.0,24029.0,344847.0,168409.0,25441.0,122244.0,5762.0,4298.0,44247.0,63989.0,43494.0,66328.0,12690.0,14178.0,12443.0,13234.0,14442.0,12124.0,5528.0,4524.0,0,
28,9113.0,7230.0,9843.0,17982.0,18546.0,20276.0,18563.0,15316.0,4588.0,13604.0,17826.0,16132.0,16662.0,17791.0,3952.0,3852.0,24029.0,461559.0,317044.0,29388.0,104852.0,5637.0,4381.0,54651.0,56979.0,43494.0,62794.0,16194.0,13075.0,13773.0,9724.0,15391.0,14704.0,6756.0,7022.0,0,
29,9609.0,10247.0,11636.0,15975.0,19240.0,15508.0,17036.0,8931.0,5294.0,13604.0,13821.0,13005.0,16048.0,15455.0,5058.0,4091.0,20999.0,523939.0,220113.0,20467.0,117685.0,4128.0,3941.0,54524.0,57664.0,54069.0,59413.0,15722.0,13604.0,13879.0,12281.0,12905.0,13017.0,4575.0,6620.0,0,
30,9758.0,9079.0,9500.0,14660.0,19527.0,16700.0,16072.0,16277.0,9253.0,19045.0,15622.0,17561.0,19731.0,19897.0,5632.0,3455.0,21081.0,511397.0,208040.0,23439.0,115776.0,5908.0,3212.0,52476.0,58495.0,47634.0,58884.0,11410.0,10399.0,12366.0,10515.0,14190.0,14657.0,4575.0,3498.0,0,
31,7257.0,10345.0,12022.0,17804.0,20782.0,17254.0,19771.0,14083.0,8611.0,12791.0,14460.0,15662.0,19731.0,12744.0,3763.0,3767.0,26835.0,509236.0,268393.0,19298.0,118165.0,5349.0,5930.0,52465.0,60682.0,56738.0,62308.0,11410.0,11578.0,13550.0,11250.0,14190.0,15645.0,6493.0,5765.0,0,
32,8308.0,10508.0,8167.0,17804.0,21149.0,18201.0,20678.0,11382.0,7758.0,14031.0,16079.0,17780.0,20527.0,21749.0,5234.0,3786.0,21628.0,583209.0,326562.0,22886.0,135224.0,4296.0,3336.0,52465.0,65384.0,56738.0,65965.0,14288.0,11578.0,12924.0,13577.0,15906.0,15607.0,5228.0,5579.0,0,
33,8105.0,14123.0,10662.0,18553.0,18623.0,17314.0,16890.0,3685.0,22202.0,12866.0,13108.0,16231.0,17079.0,14923.0,4197.0,3617.0,24621.0,459002.0,237786.0,24935.0,126229.0,2458.0,1689.0,58694.0,61725.0,50938.0,61883.0,13150.0,10051.0,14882.0,13263.0,16066.0,13950.0,5768.0,5612.0,0,
34,10648.0,12058.0,11256.0,18518.0,19580.0,19827.0,19498.0,9915.0,15385.0,8711.0,16154.0,16562.0,21880.0,18074.0,4507.0,5166.0,28822.0,538753.0,350452.0,29494.0,123887.0,6745.0,4355.0,54923.0,63074.0,58844.0,68171.0,12568.0,12864.0,12411.0,13047.0,17267.0,15171.0,6830.0,6734.0,0,
35,9082.0,10840.0,10227.0,19879.0,20732.0,19429.0,19448.0,9768.0,13499.0,16660.0,17562.0,19439.0,17316.0,19747.0,5376.0,5335.0,22860.0,534870.0,373908.0,21216.0,128928.0,4578.0,3975.0,60264.0,65836.0,64697.0,63552.0,14042.0,13518.0,14192.0,12585.0,15185.0,15264.0,8104.0,5589.0,0,
36,10507.0,9918.0,11019.0,20890.0,18614.0,18258.0,20839.0,13259.0,17881.0,11315.0,20224.0,19698.0,18308.0,21954.0,3385.0,3948.0,22814.0,455726.0,430808.0,21185.0,130863.0,5716.0,4156.0,63859.0,71624.0,66213.0,62354.0,15482.0,14188.0,10774.0,13566.0,16652.0,14655.0,6250.0,5880.0,0,
37,11521.0,10311.0,11250.0,19922.0,22156.0,19760.0,23361.0,8208.0,11826.0,13765.0,19196.0,18385.0,20125.0,19528.0,5446.0,3948.0,22293.0,584072.0,392484.0,19142.0,126900.0,4033.0,3486.0,61521.0,71030.0,63035.0,64187.0,14487.0,10979.0,13943.0,14008.0,16549.0,16733.0,7179.0,5414.0,0,
38,9053.0,13727.0,11250.0,20988.0,22242.0,23394.0,22405.0,22425.0,13459.0,16168.0,21503.0,18385.0,22518.0,20550.0,4990.0,5004.0,20216.0,618203.0,426942.0,22768.0,166918.0,4028.0,4893.0,61521.0,78337.0,63035.0,72136.0,17579.0,12421.0,18603.0,14479.0,19143.0,16423.0,8034.0,6748.0,0,
39,10450.0,9910.0,10432.0,18359.0,18929.0,16963.0,22263.0,3460.0,10641.0,7879.0,17095.0,14993.0,18932.0,19233.0,3264.0,4204.0,20438.0,573299.0,273371.0,28204.0,136124.0,6143.0,1482.0,63791.0,67533.0,62476.0,63111.0,14935.0,13654.0,14643.0,12788.0,15968.0,15671.0,5667.0,5755.0,0,
40,9403.0,11560.0,9279.0,21526.0,19720.0,21697.0,22357.0,16281.0,13114.0,9375.0,20201.0,18787.0,22158.0,20409.0,6437.0,4354.0,21393.0,547124.0,431123.0,37082.0,140352.0,4822.0,5035.0,70132.0,66420.0,68868.0,72561.0,16479.0,14209.0,15203.0,12422.0,17289.0,15907.0,7022.0,5755.0,0,
41,9959.0,11933.0,12349.0,21271.0,22258.0,23360.0,22909.0,8724.0,13985.0,15680.0,19730.0,18289.0,21824.0,16223.0,4522.0,5784.0,28412.0,547124.0,385768.0,23649.0,126436.0,4934.0,4694.0,71775.0,75198.0,68281.0,76752.0,15897.0,16085.0,18020.0,15351.0,19882.0,15616.0,8688.0,6738.0,0,
42,9959.0,9308.0,12499.0,21121.0,18814.0,21235.0,21737.0,7101.0,13654.0,21813.0,17221.0,19645.0,19499.0,23307.0,7361.0,5540.0,25662.0,628943.0,341170.0,44052.0,126006.0,4703.0,4712.0,69741.0,72587.0,68281.0,71320.0,17230.0,14520.0,18020.0,15351.0,17811.0,16640.0,9819.0,5828.0,0,
43,11120.0,8123.0,10795.0,20815.0,23879.0,21290.0,21161.0,22039.0,10851.0,9304.0,19872.0,18937.0,22513.0,22067.0,3560.0,2723.0,29589.0,539034.0,398748.0,47910.0,140866.0,5215.0,4517.0,71789.0,79048.0,57445.0,80986.0,14101.0,16631.0,15106.0,14717.0,18581.0,17047.0,10803.0,5436.0,0,
44,10222.0,12908.0,10828.0,20815.0,23879.0,24007.0,22158.0,15757.0,13434.0,20065.0,21743.0,20440.0,18905.0,20055.0,4982.0,4376.0,26464.0,696951.0,361514.0,55043.0,123128.0,4089.0,5767.0,71789.0,78469.0,57445.0,74681.0,16451.0,14746.0,17340.0,16030.0,17873.0,17860.0,6680.0,7473.0,0,
45,12363.0,12649.0,11266.0,19921.0,20718.0,18905.0,24237.0,14012.0,14263.0,13458.0,19201.0,20572.0,24386.0,23005.0,4675.0,5122.0,16325.0,585098.0,505985.0,44809.0,128082.0,5351.0,5633.0,69270.0,74543.0,69214.0,72498.0,18135.0,15624.0,15038.0,16549.0,18603.0,16903.0,6811.0,7066.0,0,
46,10260.0,15158.0,11456.0,20103.0,22043.0,21444.0,21822.0,15220.0,21286.0,15287.0,20249.0,19997.0,21745.0,22662.0,6678.0,5122.0,18623.0,585098.0,263952.0,57406.0,126697.0,5886.0,5017.0,61535.0,73670.0,64547.0,75681.0,15174.0,15246.0,14645.0,16549.0,15341.0,18446.0,7050.0,7066.0,0,
47,11196.0,12474.0,9878.0,20545.0,23845.0,21428.0,19618.0,12662.0,7655.0,9286.0,13187.0,16266.0,21239.0,23107.0,6678.0,4847.0,26632.0,498866.0,347445.0,56720.0,125171.0,5886.0,3080.0,66929.0,77018.0,67841.0,73097.0,13606.0,14449.0,14517.0,15571.0,17585.0,15916.0,9732.0,5080.0,0,
48,10024.0,13237.0,11542.0,19561.0,22547.0,21435.0,18922.0,11120.0,17283.0,15092.0,20401.0,17926.0,21349.0,24305.0,7155.0,4847.0,26278.0,615439.0,287839.0,61344.0,127729.0,5392.0,6499.0,59485.0,77635.0,58992.0,77074.0,15716.0,13287.0,15860.0,14968.0,18977.0,16927.0,7363.0,5080.0,0,
49,8875.0,13057.0,11504.0,23172.0,24970.0,23633.0,24626.0,22992.0,17164.0,12918.0,20656.0,18249.0,21587.0,21909.0,5878.0,3211.0,22613.0,595351.0,444146.0,63013.0,131516.0,5362.0,4968.0,75231.0,82624.0,75779.0,79367.0,18982.0,16325.0,15957.0,13680.0,19328.0,17906.0,7345.0,7614.0,0,
50,9963.0,12023.0,13374.0,20550.0,24764.0,19982.0,24626.0,9162.0,15366.0,12080.0,19917.0,19245.0,22751.0,24282.0,3547.0,5666.0,22613.0,625714.0,311666.0,69541.0,120628.0,5362.0,3693.0,69196.0,80439.0,70258.0,78782.0,14517.0,16572.0,17380.0,14980.0,17672.0,18306.0,8167.0,7225.0,0,
51,10162.0,11132.0,9968.0,22323.0,24281.0,25164.0,26679.0,20838.0,15993.0,13069.0,21251.0,17397.0,24576.0,24413.0,6208.0,4354.0,25101.0,635085.0,378524.0,81292.0,128784.0,5694.0,4306.0,73843.0,82914.0,70554.0,91770.0,18052.0,16572.0,18469.0,15855.0,20307.0,19774.0,7577.0,8070.0,0,
52,11376.0,11132.0,13454.0,21984.0,21874.0,22130.0,23468.0,14592.0,7813.0,9163.0,16876.0,19608.0,19702.0,22845.0,5932.0,4591.0,28741.0,691573.0,309478.0,65302.0,104953.0,6609.0,4479.0,76305.0,82914.0,68836.0,78952.0,16748.0,16553.0,18085.0,16100.0,17365.0,15190.0,6351.0,5660.0,0,
53,9786.0,13946.0,14553.0,22417.0,25407.0,21127.0,25469.0,14387.0,22695.0,17251.0,21763.0,19608.0,25657.0,25218.0,5306.0,5598.0,30967.0,721920.0,319924.0,67816.0,141074.0,4976.0,6442.0,69310.0,79733.0,68836.0,82317.0,17967.0,17040.0,17652.0,15330.0,21223.0,19021.0,8791.0,5660.0,0,
54,9786.0,14400.0,11222.0,22996.0,23124.0,22642.0,23935.0,11379.0,9556.0,8574.0,17340.0,17732.0,22216.0,20333.0,4690.0,5147.0,23496.0,710590.0,302755.0,71818.0,119915.0,3142.0,6365.0,77990.0,79085.0,72518.0,81917.0,18403.0,17216.0,17878.0,14156.0,18019.0,16902.0,7829.0,7107.0,0,
55,12595.0,12995.0,14045.0,23319.0,22219.0,21667.0,24118.0,15753.0,19453.0,16123.0,17340.0,19807.0,22655.0,22579.0,5279.0,5098.0,21560.0,697269.0,348706.0,67604.0,126503.0,5613.0,6644.0,78255.0,83624.0,68925.0,77012.0,17680.0,16111.0,15670.0,15624.0,17109.0,19228.0,7846.0,6363.0,0,
56,9788.0,12779.0,12370.0,23319.0,23683.0,23301.0,26286.0,17908.0,18309.0,15555.0,17420.0,19026.0,23145.0,22691.0,5265.0,4211.0,27993.0,780213.0,353716.0,46973.0,135939.0,5956.0,5967.0,74610.0,82665.0,75845.0,88304.0,18951.0,17319.0,14516.0,17109.0,19828.0,17126.0,7846.0,7494.0,0,
57,9788.0,12580.0,12756.0,21705.0,22248.0,21862.0,23558.0,9912.0,14830.0,10863.0,22560.0,22545.0,23145.0,23494.0,5280.0,5422.0,26242.0,758672.0,377353.0,68722.0,134302.0,4654.0,5975.0,83514.0,86802.0,75845.0,76310.0,18376.0,16157.0,19507.0,16019.0,17825.0,19387.0,6746.0,6453.0,0,
58,9232.0,12773.0,11017.0,23654.0,25577.0,22874.0,25100.0,14713.0,14414.0,14218.0,19525.0,21331.0,21042.0,24405.0,4808.0,4117.0,28533.0,734681.0,389764.0,68429.0,127331.0,4323.0,3949.0,83514.0,85494.0,76960.0,81435.0,18778.0,15344.0,17210.0,16607.0,17776.0,19245.0,8692.0,8316.0,0,
59,11930.0,9983.0,13006.0,21316.0,24232.0,23001.0,18892.0,11402.0,16754.0,14218.0,19920.0,18941.0,19769.0,23576.0,5870.0,4117.0,19884.0,659668.0,307941.0,59783.0,119441.0,5946.0,4513.0,68922.0,75986.0,73121.0,79418.0,18569.0,16020.0,17033.0,13598.0,19748.0,15640.0,6846.0,8316.0,0,
60,11594.0,12424.0,14022.0,23432.0,22287.0,18557.0,24517.0,11184.0,16165.0,10585.0,21354.0,22121.0,20277.0,20834.0,6827.0,6159.0,15248.0,608009.0,448742.0,54528.0,119584.0,4946.0,5095.0,69094.0,69035.0,72537.0,76354.0,15510.0,13681.0,17532.0,14477.0,19748.0,17911.0,7766.0,7634.0,0,
61,11594.0,10467.0,11434.0,23923.0,26723.0,22801.0,28669.0,23706.0,15855.0,13608.0,23724.0,21741.0,21122.0,20834.0,4700.0,4835.0,23669.0,690853.0,506058.0,71735.0,128008.0,3593.0,3908.0,80952.0,86580.0,72537.0,89130.0,17123.0,13681.0,17698.0,17606.0,18006.0,17911.0,9467.0,8110.0,0,
62,11808.0,14228.0,12836.0,24568.0,21567.0,23408.0,21965.0,14843.0,21172.0,14170.0,24676.0,24179.0,25774.0,22173.0,5168.0,4211.0,23669.0,705383.0,459814.0,58689.0,123936.0,4909.0,6649.0,83309.0,79610.0,81745.0,85582.0,17123.0,15064.0,19951.0,18557.0,17747.0,17319.0,7399.0,7729.0,0,
63,12710.0,13256.0,12016.0,25078.0,24351.0,23987.0,24487.0,12723.0,8602.0,19382.0,24676.0,23422.0,21509.0,19871.0,5271.0,5572.0,20897.0,613222.0,564856.0,59069.0,127502.0,5202.0,5622.0,82974.0,75691.0,77058.0,77222.0,14924.0,16703.0,17889.0,18752.0,18054.0,19264.0,8477.0,7940.0,0,
64,11278.0,14272.0,14127.0,25211.0,25820.0,25674.0,25982.0,14592.0,18472.0,8029.0,22749.0,23644.0,25504.0,23676.0,4286.0,5847.0,26997.0,764791.0,571271.0,66612.0,131638.0,4408.0,4562.0,85636.0,93078.0,77058.0,94439.0,18005.0,16703.0,17657.0,18752.0,22197.0,18088.0,8021.0,7352.0,0,
65,12259.0,11225.0,14127.0,24299.0,26858.0,26444.0,24459.0,20007.0,10233.0,17570.0,22246.0,23458.0,24151.0,22066.0,6356.0,4042.0,19908.0,725349.0,438681.0,70519.0,129097.0,5913.0,5506.0,80582.0,79091.0,80317.0,85541.0,17138.0,15916.0,18581.0,16626.0,16951.0,20125.0,9222.0,8237.0,0,
66,12681.0,13344.0,11875.0,25097.0,22735.0,23226.0,23925.0,14566.0,12417.0,11666.0,19485.0,21057.0,22416.0,23843.0,6742.0,4666.0,26848.0,636664.0,437470.0,55018.0,137994.0,3300.0,3693.0,83444.0,80075.0,77888.0,84419.0,17051.0,16167.0,18014.0,15561.0,21080.0,18646.0,6656.0,5866.0,0,
67,9839.0,11843.0,10698.0,20846.0,24574.0,23389.0,22257.0,16327.0,23371.0,22335.0,23062.0,22839.0,22572.0,21501.0,6800.0,5523.0,26848.0,610217.0,473059.0,60126.0,107665.0,4964.0,5920.0,68293.0,79586.0,72304.0,83506.0,15417.0,17296.0,18610.0,14324.0,20170.0,15510.0,7781.0,7125.0,0,
68,11746.0,14613.0,15367.0,24519.0,24930.0,26804.0,24266.0,9604.0,13320.0,8566.0,19144.0,21373.0,24782.0,25672.0,5215.0,3042.0,26388.0,659647.0,475836.0,72215.0,135438.0,5380.0,5242.0,75522.0,82096.0,81627.0,87698.0,18205.0,15716.0,18526.0,16859.0,20012.0,17830.0,8858.0,4047.0,0,
69,11569.0,10851.0,11511.0,24599.0,22577.0,24762.0,22905.0,15973.0,15911.0,28780.0,23667.0,21373.0,24075.0,20682.0,4279.0,5823.0,23966.0,773391.0,402524.0,64341.0,121363.0,4491.0,6781.0,83198.0,77589.0,83224.0,84402.0,17438.0,16326.0,17577.0,18018.0,20491.0,19192.0,8910.0,4047.0,0,
70,12177.0,12084.0,14070.0,25021.0,22577.0,24296.0,27714.0,9311.0,17852.0,15259.0,23382.0,16593.0,25966.0,21391.0,7509.0,4685.0,26708.0,705745.0,505490.0,67223.0,129564.0,5097.0,6235.0,84559.0,76507.0,86663.0,82830.0,16842.0,16326.0,18193.0,18771.0,20777.0,21099.0,8037.0,8034.0,0,
71,12177.0,13279.0,12385.0,21742.0,25637.0,22062.0,24715.0,18594.0,17961.0,16321.0,25777.0,24592.0,25839.0,22495.0,6626.0,5443.0,21459.0,733702.0,524057.0,63785.0,121042.0,5566.0,6313.0,85494.0,80034.0,77198.0,80854.0,18018.0,15794.0,17251.0,17232.0,18065.0,20989.0,7614.0,7690.0,0,
72,10941.0,17101.0,15180.0,21742.0,29735.0,26544.0,31761.0,19748.0,23990.0,12904.0,18922.0,19893.0,28072.0,27426.0,5525.0,6028.0,28775.0,606991.0,506308.0,69999.0,121042.0,5538.0,3189.0,83151.0,100270.0,81382.0,98290.0,20004.0,18288.0,20672.0,16246.0,21539.0,20129.0,9222.0,7690.0,0,
73,12281.0,12624.0,13210.0,24711.0,26175.0,23173.0,26929.0,18217.0,12226.0,18426.0,22348.0,19893.0,21996.0,21544.0,3683.0,4559.0,22277.0,733323.0,475194.0,59806.0,140009.0,6363.0,3474.0,86211.0,85801.0,80090.0,83619.0,17241.0,17516.0,18378.0,16682.0,18904.0,19547.0,9648.0,7917.0,0,
74,10795.0,12944.0,13667.0,22897.0,23150.0,24257.0,24764.0,8065.0,17867.0,19306.0,23338.0,21666.0,20999.0,22890.0,3683.0,4286.0,28331.0,733323.0,433311.0,53845.0,120310.0,4722.0,5987.0,89230.0,78354.0,78574.0,76657.0,18030.0,15439.0,17441.0,17314.0,20400.0,20238.0,5189.0,7697.0,0,
