,Reconstruction_error,True_class,pred_label
0,1.7593096494674683,0,0
1,3.5394301414489746,0,0
2,9.836426417032877,0,0
3,10.171527862548828,0,0
4,16.901131057739256,0,0
5,3.8565637350082396,0,0
6,7.1686736106872555,0,0
7,3.3989949971437454,0,0
8,531.371630859375,0,1
9,482.7670959472656,0,1
10,513.2995208740234,0,1
11,2.0974456280469895,0,0
12,4.421919369697571,0,0
13,12.826081657409668,0,0
14,12.189708590507507,0,0
15,11.697903299331665,0,0
16,5.872950267791748,0,0
17,6.261482441425324,0,0
18,2.4418291330337523,1,0
19,6.625185012817383,1,0
20,25.553319931030273,1,0
21,40.59486885070801,0,0
22,28.1759033203125,0,0
23,14.338067436218262,0,0
24,16.91952247619629,0,0
25,9.084702014923096,0,0
26,8.26234679222107,0,0
27,14.431545448303222,0,0
28,11.937949824333192,0,0
29,12.033306609280407,0,0
30,10.010457134246826,0,0
31,7.435003423690796,0,0
32,8.42664189338684,0,0
33,16.55415096282959,0,0
34,11.280153560638428,0,0
35,17.52651357650757,0,0
36,344.1096130371094,0,1
37,301.3388702392578,0,1
38,327.4472412109375,0,1
39,15.511968898773194,0,0
40,73.92171630859374,0,0
41,63.581967163085935,0,0
42,23.13066339492798,0,0
43,21.850296878814696,0,0
44,24.942414474487304,1,0
45,26.666050243377686,1,0
46,92.3855812072754,1,0
47,103.46077346801758,0,0
48,212.78699340820313,0,1
49,122.73025550842286,0,1
50,101.57389106750489,0,0
51,77.27318649291992,0,0
52,19.43332118988037,0,0
53,13.574536895751953,0,0
54,10.196078681945801,0,0
55,5.4493443965911865,0,0
56,9.32482681274414,0,0
57,9.313606548309327,0,0
58,1.0423092722892762,0,0
59,18.723685216903686,0,0
60,14.47889266014099,0,0
61,14.678407287597656,0,0
62,12.189627552032471,0,0
63,10.630088949203492,0,0
64,181.79759521484374,0,1
65,220.7336898803711,0,1
66,293.2265914916992,0,1
67,11.090486645698547,0,0
68,7.0753693103790285,0,0
69,13.275226306915282,0,0
70,98.16708984375,0,0
71,87.12797927856445,1,0
72,70.03935394287109,1,0
73,45.60983123779297,1,0
74,258.85370178222655,1,1
75,147.07412490844726,0,1
76,17.44159843325615,0,0
77,36.07979278564453,0,0
78,56.06030502319336,0,0
79,75.17039337158204,0,0
80,71.51444015502929,0,0
81,49.0642147064209,0,0
82,51.348321533203126,0,0
83,23.552725410461427,0,0
84,2.7977483212947845,0,0
85,7.609689331054687,0,0
86,11.9775987803936,0,0
87,3.5245049238204955,0,0
88,4.907999354600906,0,0
89,17.598243498802184,0,0
90,10.233611030876636,0,0
91,7.271411991119384,0,0
92,226.9989440917969,0,1
93,232.6003448486328,0,1
94,272.24340667724607,0,1
95,12.651397705078125,0,0
