,Reconstruction_error,True_class,pred_label
0,3.063281774520874,0,0
1,3.8002461194992065,0,0
2,57.28091049194336,0,0
3,16.715060234069824,0,0
4,12.749552345275879,0,0
5,5.975370573997497,0,0
6,6.405410099029541,0,0
7,6.926219964027405,0,0
8,2027.0815063476562,0,1
9,7.532371616363525,0,0
10,5.233419895172119,0,0
11,5.131620216369629,0,0
12,13.224730491638184,0,0
13,14.718999099731445,0,0
14,4.3418724775314335,0,0
15,6.954956412315369,0,0
16,12.69154233932495,0,0
17,12.544235610961914,0,0
18,11.411291885375977,1,0
19,20.238630485534667,1,0
20,20.391983795166016,1,0
21,27.92054557800293,0,0
22,13.514860916137696,0,0
23,23.85572204589844,0,0
24,12.685842800140382,0,0
25,28.177449035644532,0,0
26,15.61243724822998,0,0
27,34.03867416381836,0,0
28,12.435419654846191,0,0
29,5.0834609270095825,0,0
30,26.959485054016113,0,0
31,26.824139404296876,0,0
32,2.3214940309524534,0,0
33,30.058367919921874,0,0
34,20.537993240356446,0,0
35,41.919246673583984,0,0
36,1608.506640625,0,1
37,25.889942502975465,0,0
38,39.36263446807861,0,0
39,22.617350769042968,0,0
40,18.27006607055664,0,0
41,20.323034906387328,0,0
42,8.040723538398742,0,0
43,16.35748643875122,0,0
44,45.505252838134766,1,0
45,53.57685585021973,1,0
46,164.70457458496094,1,0
47,76.10909423828124,0,0
48,164.73367309570312,0,0
49,66.62336807250976,0,0
50,34.704999160766604,0,0
51,72.41034393310547,0,0
52,21.34677381515503,0,0
53,17.531930351257323,0,0
54,27.420756340026855,0,0
55,47.86151180267334,0,0
56,43.39324512481689,0,0
57,90.36182622909546,0,0
58,5.419023084640503,0,0
59,8.914059066772461,0,0
60,34.524238967895506,0,0
61,19.413856315612794,0,0
62,19.562680816650392,0,0
63,24.59409656524658,0,0
64,1608.4722534179687,0,1
65,13.538977241516113,0,0
66,20.402842140197755,0,0
67,11.860363149642945,0,0
68,67.03527526855468,0,0
69,30.562316703796387,0,0
70,109.49971885681153,0,0
71,51.939643955230714,1,0
72,171.35298767089844,1,0
73,152.7298782348633,1,0
74,302.6423589706421,1,1
75,51.95132637023926,0,0
76,23.77782440185547,0,0
77,70.5647964477539,0,0
78,23.86830577850342,0,0
79,62.69219779968262,0,0
80,122.58572998046876,0,0
81,123.03604049682617,0,0
82,48.42532119750977,0,0
83,52.95070037841797,0,0
84,62.53461318016052,0,0
85,48.147032737731934,0,0
86,11.08052487373352,0,0
87,19.709588146209718,0,0
88,11.176286023855209,0,0
89,23.138584756851195,0,0
90,11.474878621101379,0,0
91,61.249420166015625,0,0
92,1441.1563842773437,0,1
93,32.880851364135744,0,0
94,17.29341220855713,0,0
95,48.31104984283447,0,0
96,12.887877225875854,0,0
97,15.965664899349212,0,0
98,52.27341319918632,0,0
99,131.3668080329895,0,0
100,229.9319603919983,0,1
101,231.78329734802247,1,1
102,822.4724243164062,1,1
103,623.6286468505859,1,1
104,471.5223114013672,0,1
105,269.94069519042966,0,1
106,323.4239028930664,0,1
107,108.39745063781739,0,0
108,93.83261184692383,0,0
109,118.92955932617187,0,0
110,76.25843887329101,0,0
111,54.626576614379886,0,0
112,35.79608917236328,0,0
113,91.66373043060302,0,0
114,48.916795349121095,0,0
115,111.91953582763672,0,0
116,74.61583709716797,0,0
117,24.37797498703003,0,0
118,12.707900047302246,0,0
119,1629.661669921875,0,1
120,41.91825294494629,0,0
121,49.02477340698242,0,0
122,31.717423248291016,0,0
123,75.34056091308594,0,0
124,20.685527038574218,0,0
125,76.3629264831543,0,0
126,32.95488872528076,0,0
127,38.62890357971192,0,0
128,76.42757911682129,1,0
129,360.7058822631836,1,1
130,381.5111450195312,1,1
131,100.3526596069336,0,0
132,36.18078727722168,0,0
133,51.98893356323242,0,0
134,64.48686599731445,0,0
135,59.09336700439453,0,0
136,31.41310691833496,0,0
137,14.965861320495605,0,0
138,25.56998062133789,0,0
139,32.316450881958005,0,0
140,8.444046211242675,0,0
141,26.157185554504395,0,0
142,21.787811279296875,0,0
143,22.900592422485353,0,0
144,106.93734436035156,0,0
145,13.361497497558593,0,0
146,26.53552074432373,0,0
147,36.521498107910155,0,0
148,27.356989479064943,0,0
149,13.125273847579956,0,0
150,11.035847473144532,0,0
151,13.868905735015868,0,0
152,31.668372344970702,0,0
